ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
358	20:39:55:711	ljaybrad123	clay=1; ore=2; sheep=1; wheat=0; wood=0; unknown=0; knights=2; dev-cards=0	roads=[88,67; 67,105; 105,106; 106,71]; settlements=[105,84; 84,107]	just hope no one rolls a 7 :p	 	 
359	20:39:57:189	Server	 		gotwood4sheep built a city.	 	 
360	20:40:01:225	Server	 		ljaybrad123 rolled a 4 and a 5.	 	 
361	20:40:01:226	Server	 		gotwood4sheep gets 1 wheat. ljaybrad123 gets 2 ore. william gets 2 wheat.	 	 
362	20:40:04:499	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=1; dev-cards=0	roads=[154,168; 168,138; 138,139; 139,171; 171,188]; settlements=[184,156]	i had another plan :)	 	 
363	20:40:12:857	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=1; dev-cards=0	roads=[154,168; 168,138; 138,139; 139,171; 171,188]; settlements=[184,156]	but wanted to save some cash	 	 
364	20:40:23:196	ljaybrad123	clay=1; ore=4; sheep=1; wheat=0; wood=0; unknown=0; knights=2; dev-cards=0	roads=[88,67; 67,105; 105,106; 106,71]; settlements=[105,84; 84,107]	anyone have wood?	 	 
365	20:40:26:376	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=1; dev-cards=0	roads=[154,168; 168,138; 138,139; 139,171; 171,188]; settlements=[184,156]	sorry no	 	 
366	20:40:28:465	ljaybrad123	clay=1; ore=4; sheep=1; wheat=0; wood=0; unknown=0; knights=2; dev-cards=0	roads=[88,67; 67,105; 105,106; 106,71]; settlements=[105,84; 84,107]	or wheat?	 	 
367	20:40:29:410	tomas.kostan	clay=0; ore=0; sheep=1; wheat=1; wood=2; unknown=0; knights=0; dev-cards=1	roads=[118,52; 52,69]; settlements=[118,52]	i do	 	 
368	20:40:36:115	william	clay=1; ore=0; sheep=1; wheat=3; wood=1; unknown=0; knights=1; dev-cards=1	roads=[116,135; 135,134; 134,150]; settlements=[116,152; 152,150]	loads of wheat!	 	 
369	20:40:43:378	tomas.kostan	clay=0; ore=0; sheep=1; wheat=1; wood=2; unknown=0; knights=0; dev-cards=1	roads=[118,52; 52,69]; settlements=[118,52]	what can you offer for a wood?	 	 
370	20:41:05:200	ljaybrad123	clay=1; ore=4; sheep=1; wheat=0; wood=0; unknown=0; knights=2; dev-cards=0	roads=[88,67; 67,105; 105,106; 106,71]; settlements=[105,84; 84,107]	willian 2 wheat for sheep and ore?	 	 
371	20:41:15:771	william	clay=1; ore=0; sheep=1; wheat=3; wood=1; unknown=0; knights=1; dev-cards=1	roads=[116,135; 135,134; 134,150]; settlements=[116,152; 152,150]	sound good	 	 
372	20:41:28:386	Server	 		ljaybrad123 made an offer to trade 1 ore, 1 sheep for 2 wheat.	 	 
373	20:41:35:050	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=1; dev-cards=0	roads=[154,168; 168,138; 138,139; 139,171; 171,188]; settlements=[184,156]	kerching!	 	 
374	20:41:35:285	Server	 		ljaybrad123 traded 1 ore, 1 sheep for 2 wheat from william.	 	 
375	20:41:43:271	Server	 		ljaybrad123 built a city.	 	 
376	20:41:55:076	Server	 		william rolled a 1 and a 6.	 	 
377	20:41:59:163	william	clay=1; ore=1; sheep=2; wheat=1; wood=1; unknown=0; knights=1; dev-cards=1	roads=[116,135; 135,134; 134,150]; settlements=[116,152; 152,150]	ah, finally	 	 
378	20:42:07:332	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=1; dev-cards=0	roads=[154,168; 168,138; 138,139; 139,171; 171,188]; settlements=[184,156]	uh oh...	 	 
379	20:42:25:676	Server	 		william built a road.	 	 
380	20:42:28:784	Server	 		tomas.kostan rolled a 6 and a 6.	 	 
381	20:42:28:785	Server	 		No player gets anything.	 	 
382	20:42:52:393	tomas.kostan	clay=0; ore=0; sheep=1; wheat=1; wood=2; unknown=0; knights=0; dev-cards=1	roads=[118,52; 52,69]; settlements=[118,52]	can anyone give me ore for wood?	 	 
383	20:42:59:015	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=1; wood=0; unknown=0; knights=1; dev-cards=0	roads=[154,168; 168,138; 138,139; 139,171; 171,188]; settlements=[184,156]	i got none, sorry :(	 	 
384	20:43:01:772	ljaybrad123	clay=1; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=0	roads=[88,67; 67,105; 105,106; 106,71]; settlements=[105,107]	sorry	 	 
385	20:43:21:234	Server	 		gotwood4sheep rolled a 4 and a 6.	 	 
386	20:43:21:235	Server	 		gotwood4sheep gets 1 wheat. ljaybrad123 gets 1 wheat. william gets 2 ore. tomas.kostan gets 1 ore.	 	 
387	20:43:30:526	Server	 		ljaybrad123 rolled a 4 and a 2.	 	 
388	20:43:30:528	Server	 		gotwood4sheep gets 1 wood. ljaybrad123 gets 1 clay.	 	 
389	20:43:50:519	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=2; wood=1; unknown=0; knights=1; dev-cards=0	roads=[154,168; 168,138; 138,139; 139,171; 171,188]; settlements=[184,156]	just going afk& but have no trades to offer this turn,& afraid I'm a bit fallow	 	 
390	20:43:53:657	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=2; wood=1; unknown=0; knights=1; dev-cards=0	roads=[154,168; 168,138; 138,139; 139,171; 171,188]; settlements=[184,156]	back in 2 mins tops!	 	 
391	20:44:03:922	ljaybrad123	clay=2; ore=0; sheep=0; wheat=1; wood=0; unknown=0; knights=2; dev-cards=0	roads=[88,67; 67,105; 105,106; 106,71]; settlements=[105,107]	anyone want clay?	 	 
392	20:44:08:648	tomas.kostan	clay=0; ore=1; sheep=1; wheat=1; wood=2; unknown=0; knights=0; dev-cards=1	roads=[118,52; 52,69]; settlements=[118,52]	yes yes yes	 	 
393	20:44:09:155	william	clay=0; ore=2; sheep=1; wheat=1; wood=0; unknown=0; knights=1; dev-cards=2	roads=[116,135; 135,134; 134,150; 150,166]; settlements=[116,152; 152,150]	yes	 	 
394	20:44:17:737	tomas.kostan	clay=0; ore=1; sheep=1; wheat=1; wood=2; unknown=0; knights=0; dev-cards=1	roads=[118,52; 52,69]; settlements=[118,52]	what do you want?	 	 
395	20:44:26:078	william	clay=0; ore=2; sheep=1; wheat=1; wood=0; unknown=0; knights=1; dev-cards=2	roads=[116,135; 135,134; 134,150; 150,166]; settlements=[116,152; 152,150]	i have ore for you	 	 
396	20:44:37:511	ljaybrad123	clay=2; ore=0; sheep=0; wheat=1; wood=0; unknown=0; knights=2; dev-cards=0	roads=[88,67; 67,105; 105,106; 106,71]; settlements=[105,107]	ore and sheep?	 	 
397	20:44:41:810	william	clay=0; ore=2; sheep=1; wheat=1; wood=0; unknown=0; knights=1; dev-cards=2	roads=[116,135; 135,134; 134,150; 150,166]; settlements=[116,152; 152,150]	no	 	 
