ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
700	21:18:50:758	Server	 		tomas.kostan rolled a 4 and a 4.	 	 
701	21:18:50:759	Server	 		gotwood4sheep gets 4 wheat. ljaybrad123 gets 2 sheep. william gets 1 sheep.	 	 
702	21:18:57:875	ljaybrad123	clay=0; ore=0; sheep=4; wheat=2; wood=0; unknown=0; knights=5; dev-cards=1	roads=[88,67; 67,105; 105,106; 106,71; 71,70; 70,107; 107,124; 124,140; 140,54; 54,37]; settlements=[105,107]	:(	 	 
703	21:18:57:919	william	clay=0; ore=0; sheep=2; wheat=4; wood=3; unknown=0; knights=3; dev-cards=1	roads=[116,135; 135,134; 134,150; 150,166; 166,132]; settlements=[116,152; 152,182; 182,148]	which movie?	 	 
704	21:19:02:877	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=8; wood=1; unknown=0; knights=2; dev-cards=0	roads=[154,168; 168,138; 138,139; 139,171; 171,188; 188,204; 204,203; 203,186]; settlements=[184,205; 205,186]; cities=[154,156]	The Life Aquatic	 	 
705	21:19:05:349	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=8; wood=1; unknown=0; knights=2; dev-cards=0	roads=[154,168; 168,138; 138,139; 139,171; 171,188; 188,204; 204,203; 203,186]; settlements=[184,205; 205,186]; cities=[154,156]	won 2 tix for it	 	 
706	21:19:08:013	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=8; wood=1; unknown=0; knights=2; dev-cards=0	roads=[154,168; 168,138; 138,139; 139,171; 171,188; 188,204; 204,203; 203,186]; settlements=[184,205; 205,186]; cities=[154,156]	seen it before tho D:	 	 
707	21:19:21:947	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=8; wood=0; unknown=0; knights=2; dev-cards=0	roads=[154,168; 168,138; 138,139; 139,171; 171,188; 188,204; 204,203; 203,186]; settlements=[184,205; 205,186]; cities=[154,156]	ouch	 	 
708	21:19:24:172	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=8; wood=0; unknown=0; knights=2; dev-cards=0	roads=[154,168; 168,138; 138,139; 139,171; 171,188; 188,204; 204,203; 203,186]; settlements=[184,205; 205,186]; cities=[154,156]	nice steal	 	 
709	21:19:32:194	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=8; wood=0; unknown=0; knights=2; dev-cards=0	roads=[154,168; 168,138; 138,139; 139,171; 171,188; 188,204; 204,203; 203,186]; settlements=[184,205; 205,186]; cities=[154,156]	trade it back for a wheat?	 	 
710	21:19:40:389	tomas.kostan	clay=2; ore=1; sheep=0; wheat=1; wood=5; unknown=0; knights=1; dev-cards=2	roads=[118,52; 52,69]; settlements=[118,52; 52,86]	need sheep	 	 
711	21:19:46:385	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=8; wood=0; unknown=0; knights=2; dev-cards=0	roads=[154,168; 168,138; 138,139; 139,171; 171,188; 188,204; 204,203; 203,186]; settlements=[184,205; 205,186]; cities=[154,156]	sorry, can't help there	 	 
712	21:19:49:132	william	clay=0; ore=0; sheep=2; wheat=4; wood=3; unknown=0; knights=3; dev-cards=1	roads=[116,135; 135,134; 134,150; 150,166; 166,132]; settlements=[116,152; 152,182; 182,148]	i have sheep	 	 
713	21:19:55:035	william	clay=0; ore=0; sheep=2; wheat=4; wood=3; unknown=0; knights=3; dev-cards=1	roads=[116,135; 135,134; 134,150; 150,166; 166,132]; settlements=[116,152; 152,182; 182,148]	i need ore or clay.	 	 
714	21:20:00:952	tomas.kostan	clay=2; ore=1; sheep=0; wheat=1; wood=5; unknown=0; knights=1; dev-cards=2	roads=[118,52; 52,69]; settlements=[118,52; 52,86]	for wood?	 	 
715	21:20:06:485	william	clay=0; ore=0; sheep=2; wheat=4; wood=3; unknown=0; knights=3; dev-cards=1	roads=[116,135; 135,134; 134,150; 150,166; 166,132]; settlements=[116,152; 152,182; 182,148]	hmm. no	 	 
716	21:20:09:860	tomas.kostan	clay=2; ore=1; sheep=0; wheat=1; wood=5; unknown=0; knights=1; dev-cards=2	roads=[118,52; 52,69]; settlements=[118,52; 52,86]	ok clay will work too	 	 
717	21:20:13:872	william	clay=0; ore=0; sheep=2; wheat=4; wood=3; unknown=0; knights=3; dev-cards=1	roads=[116,135; 135,134; 134,150; 150,166; 166,132]; settlements=[116,152; 152,182; 182,148]	1 for 1?	 	 
718	21:20:14:758	ljaybrad123	clay=0; ore=0; sheep=4; wheat=2; wood=0; unknown=0; knights=5; dev-cards=1	roads=[88,67; 67,105; 105,106; 106,71; 71,70; 70,107; 107,124; 124,140; 140,54; 54,37]; settlements=[105,107]	ill do sheep for wood	 	 
719	21:20:20:965	Server	 		tomas.kostan made an offer to trade 1 clay for 1 sheep.	 	 
720	21:20:24:790	Server	 		tomas.kostan traded 1 clay for 1 sheep from william.	 	 
721	21:20:51:178	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=8; wood=0; unknown=0; knights=2; dev-cards=0	roads=[154,168; 168,138; 138,139; 139,171; 171,188; 188,204; 204,203; 203,186]; settlements=[184,205; 205,186]; cities=[154,156]	think tomas got that	 	 
722	21:20:51:401	tomas.kostan	clay=1; ore=0; sheep=0; wheat=0; wood=5; unknown=0; knights=1; dev-cards=3	roads=[118,52; 52,69]; settlements=[118,52; 52,86]	will you give me sheep for wood?	 	 
723	21:21:06:169	ljaybrad123	clay=0; ore=0; sheep=4; wheat=2; wood=0; unknown=0; knights=5; dev-cards=1	roads=[88,67; 67,105; 105,106; 106,71; 71,70; 70,107; 107,124; 124,140; 140,54; 54,37]; settlements=[105,107]	no actually	 	 
724	21:21:08:457	ljaybrad123	clay=0; ore=0; sheep=4; wheat=2; wood=0; unknown=0; knights=5; dev-cards=1	roads=[88,67; 67,105; 105,106; 106,71; 71,70; 70,107; 107,124; 124,140; 140,54; 54,37]; settlements=[105,107]	sorry	 	 
725	21:21:16:593	tomas.kostan	clay=1; ore=0; sheep=0; wheat=0; wood=5; unknown=0; knights=1; dev-cards=3	roads=[118,52; 52,69]; settlements=[118,52; 52,86]	any wheat to spare?	 	 
