ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
223	20:28:19:636	tomas.kostan	clay=0; ore=0; sheep=0; wheat=0; wood=2; unknown=0; knights=0; dev-cards=1	roads=[118,52; 52,69]; settlements=[118,52]	come on lucky 7...	 	 
224	20:28:21:667	Server	 		tomas.kostan rolled a 4 and a 2.	 	 
225	20:28:21:668	Server	 		gotwood4sheep gets 1 wood. ljaybrad123 gets 1 clay.	 	 
226	20:28:31:287	tomas.kostan	clay=0; ore=0; sheep=0; wheat=0; wood=2; unknown=0; knights=0; dev-cards=1	roads=[118,52; 52,69]; settlements=[118,52]	almost..	 	 
227	20:28:33:427	Server	 		gotwood4sheep rolled a 2 and a 1.	 	 
228	20:28:33:428	Server	 		gotwood4sheep gets 1 sheep. ljaybrad123 gets 1 wood. tomas.kostan gets 1 wood.	 	 
229	20:28:44:644	gotwood4sheep	clay=0; ore=0; sheep=4; wheat=4; wood=2; unknown=0; knights=1; dev-cards=0	roads=[154,168; 168,138; 138,139]; settlements=[154,184; 184,156]	anyone want to trade some clay for me	 	 
230	20:28:51:187	william	clay=0; ore=0; sheep=0; wheat=1; wood=0; unknown=0; knights=1; dev-cards=0	roads=[116,135; 135,134; 134,150]; settlements=[116,152; 152,150]	can't	 	 
231	20:28:52:314	gotwood4sheep	clay=0; ore=0; sheep=4; wheat=4; wood=2; unknown=0; knights=1; dev-cards=0	roads=[154,168; 168,138; 138,139]; settlements=[154,184; 184,156]	i can offer sheep or wheat?	 	 
232	20:28:54:408	ljaybrad123	clay=1; ore=0; sheep=3; wheat=0; wood=3; unknown=0; knights=2; dev-cards=0	roads=[88,67; 67,105; 105,106]; settlements=[105,84]	sorry	 	 
233	20:28:59:330	gotwood4sheep	clay=0; ore=0; sheep=4; wheat=4; wood=2; unknown=0; knights=1; dev-cards=0	roads=[154,168; 168,138; 138,139]; settlements=[154,184; 184,156]	didn't think so but always will ask :D	 	 
234	20:29:04:591	tomas.kostan	clay=0; ore=0; sheep=0; wheat=0; wood=3; unknown=0; knights=0; dev-cards=1	roads=[118,52; 52,69]; settlements=[118,52]	want any wood?	 	 
235	20:29:10:720	gotwood4sheep	clay=0; ore=0; sheep=4; wheat=4; wood=2; unknown=0; knights=1; dev-cards=0	roads=[154,168; 168,138; 138,139]; settlements=[154,184; 184,156]	I'm good for wood :D	 	 
236	20:29:19:292	ljaybrad123	clay=1; ore=0; sheep=3; wheat=0; wood=3; unknown=0; knights=2; dev-cards=0	roads=[88,67; 67,105; 105,106]; settlements=[105,84]	i need wheat...& can offer sheep or wood	 	 
237	20:29:19:783	Server	 		gotwood4sheep traded 3 sheep, 3 wheat for 2 clay from a port.	 	 
238	20:29:25:327	Server	 		gotwood4sheep built a road.	 	 
239	20:29:27:957	Server	 		gotwood4sheep built a road.	 	 
240	20:29:32:993	Server	 		ljaybrad123 rolled a 5 and a 3.	 	 
241	20:29:32:994	Server	 		gotwood4sheep gets 2 wheat. ljaybrad123 gets 1 sheep. william gets 1 sheep.	 	 
242	20:29:35:846	gotwood4sheep	clay=0; ore=0; sheep=1; wheat=3; wood=0; unknown=0; knights=1; dev-cards=0	roads=[154,168; 168,138; 138,139; 139,171; 171,188]; settlements=[154,184; 184,156]	maybe next turn :)	 	 
243	20:29:44:869	ljaybrad123	clay=1; ore=0; sheep=4; wheat=0; wood=3; unknown=0; knights=2; dev-cards=0	roads=[88,67; 67,105; 105,106]; settlements=[105,84]	anyone have wheat?	 	 
244	20:29:48:554	tomas.kostan	clay=0; ore=0; sheep=0; wheat=0; wood=3; unknown=0; knights=0; dev-cards=1	roads=[118,52; 52,69]; settlements=[118,52]	no	 	 
245	20:29:50:516	gotwood4sheep	clay=0; ore=0; sheep=1; wheat=3; wood=0; unknown=0; knights=1; dev-cards=0	roads=[154,168; 168,138; 138,139; 139,171; 171,188]; settlements=[154,184; 184,156]	yup	 	 
246	20:29:53:892	gotwood4sheep	clay=0; ore=0; sheep=1; wheat=3; wood=0; unknown=0; knights=1; dev-cards=0	roads=[154,168; 168,138; 138,139; 139,171; 171,188]; settlements=[154,184; 184,156]	at the right price :)	 	 
247	20:29:59:052	ljaybrad123	clay=1; ore=0; sheep=4; wheat=0; wood=3; unknown=0; knights=2; dev-cards=0	roads=[88,67; 67,105; 105,106]; settlements=[105,84]	2 sheep?	 	 
248	20:30:05:155	gotwood4sheep	clay=0; ore=0; sheep=1; wheat=3; wood=0; unknown=0; knights=1; dev-cards=0	roads=[154,168; 168,138; 138,139; 139,171; 171,188]; settlements=[154,184; 184,156]	1 wood 1 sheep?	 	 
249	20:30:10:269	ljaybrad123	clay=1; ore=0; sheep=4; wheat=0; wood=3; unknown=0; knights=2; dev-cards=0	roads=[88,67; 67,105; 105,106]; settlements=[105,84]	can do	 	 
250	20:30:12:800	gotwood4sheep	clay=0; ore=0; sheep=1; wheat=3; wood=0; unknown=0; knights=1; dev-cards=0	roads=[154,168; 168,138; 138,139; 139,171; 171,188]; settlements=[154,184; 184,156]	deal	 	 
251	20:30:26:121	Server	 		ljaybrad123 made an offer to trade 1 sheep, 1 wood for 1 clay.	 	 
252	20:30:37:904	gotwood4sheep	clay=0; ore=0; sheep=1; wheat=3; wood=0; unknown=0; knights=1; dev-cards=0	roads=[154,168; 168,138; 138,139; 139,171; 171,188]; settlements=[154,184; 184,156]	um i have no clay	 	 
253	20:30:40:743	gotwood4sheep	clay=0; ore=0; sheep=1; wheat=3; wood=0; unknown=0; knights=1; dev-cards=0	roads=[154,168; 168,138; 138,139; 139,171; 171,188]; settlements=[154,184; 184,156]	did you mean wheat?	 	 
254	20:30:45:741	ljaybrad123	clay=1; ore=0; sheep=4; wheat=0; wood=3; unknown=0; knights=2; dev-cards=0	roads=[88,67; 67,105; 105,106]; settlements=[105,84]	sorry yeah	 	 
255	20:30:48:206	gotwood4sheep	clay=0; ore=0; sheep=1; wheat=3; wood=0; unknown=0; knights=1; dev-cards=0	roads=[154,168; 168,138; 138,139; 139,171; 171,188]; settlements=[154,184; 184,156]	retry¬!	 	 
256	20:30:53:814	gotwood4sheep	clay=0; ore=0; sheep=1; wheat=3; wood=0; unknown=0; knights=1; dev-cards=0	roads=[154,168; 168,138; 138,139; 139,171; 171,188]; settlements=[154,184; 184,156]	no problem ;)	 	 
257	20:30:56:740	Server	 		ljaybrad123 made an offer to trade 1 sheep, 1 wood for 1 wheat.	 	 
258	20:30:58:772	gotwood4sheep	clay=0; ore=0; sheep=1; wheat=3; wood=0; unknown=0; knights=1; dev-cards=0	roads=[154,168; 168,138; 138,139; 139,171; 171,188]; settlements=[154,184; 184,156]	worried I was wheeling and dealing!	 	 
259	20:31:00:147	Server	 		ljaybrad123 traded 1 sheep, 1 wood for 1 wheat from gotwood4sheep.	 	 
