ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
77	21:16:16:976	Server	 		sabercat rolled a 4 and a 2.
78	21:16:16:977	Server	 		dmm gets 1 wood. amycharl gets 1 wood. IG gets 1 clay, 1 wood.
79	21:16:43:065	sabercat	clay=1; ore=2; sheep=0; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[154,135; 135,136]; settlements=[171,135]	can anyone trade wood?
80	21:16:49:741	sabercat	clay=1; ore=2; sheep=0; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[154,135; 135,136]; settlements=[171,135]	for ore?
81	21:16:57:613	IG	clay=1; ore=0; sheep=2; wheat=3; wood=1; unknown=0; knights=0; dev-cards=0	roads=[70,168; 168,184]; settlements=[71,184]	sry
82	21:17:04:773	dmm	clay=1; ore=0; sheep=1; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[105,52]; settlements=[105,52]	can't help you there i'm afraid
83	21:17:26:123	amycharl	clay=0; ore=2; sheep=1; wheat=2; wood=1; unknown=0; knights=0; dev-cards=0	roads=[100,103; 103,120]; settlements=[116,103]	you wanna do that ore and wheat for wood offer?
84	21:17:31:911	Server	 		dmm rolled a 6 and a 5.
85	21:17:31:912	Server	 		sabercat gets 1 wood. dmm gets 1 clay. amycharl gets 1 wood. IG gets 1 clay.
86	21:17:43:065	amycharl	clay=0; ore=2; sheep=1; wheat=2; wood=2; unknown=0; knights=0; dev-cards=0	roads=[100,103; 103,120]; settlements=[116,103]	oh, too late
87	21:17:47:862	Server	 		dmm built a road.
88	21:17:48:102	sabercat	clay=1; ore=2; sheep=0; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[154,135; 135,136]; settlements=[171,135]	now you givee me wood?
89	21:17:51:621	sabercat	clay=1; ore=2; sheep=0; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[154,135; 135,136]; settlements=[171,135]	:D
90	21:18:00:089	Server	 		amycharl rolled a 2 and a 6.
91	21:18:00:090	Server	 		sabercat gets 1 ore. amycharl gets 1 sheep.
92	21:19:03:189	Server	 		IG rolled a 5 and a 5.
93	21:19:03:190	Server	 		sabercat gets 1 clay, 1 wood. amycharl gets 1 clay.
94	21:19:28:571	amycharl	clay=1; ore=2; sheep=2; wheat=2; wood=2; unknown=0; knights=0; dev-cards=0	roads=[100,103; 103,120]; settlements=[116,103]	on your next turn mybe
95	21:20:04:869	Server	 		IG built a road.
96	21:20:19:478	IG	clay=1; ore=0; sheep=2; wheat=3; wood=0; unknown=0; knights=0; dev-cards=0	roads=[70,168; 168,184; 184,201]; settlements=[71,184]	need ore?
97	21:20:31:512	IG	clay=1; ore=0; sheep=2; wheat=3; wood=0; unknown=0; knights=0; dev-cards=0	roads=[70,168; 168,184; 184,201]; settlements=[71,184]	That is I need ore & and have sheep and wheat to trade
98	21:20:45:170	amycharl	clay=1; ore=2; sheep=2; wheat=2; wood=2; unknown=0; knights=0; dev-cards=0	roads=[100,103; 103,120]; settlements=[116,103]	nah
99	21:20:56:927	IG	clay=1; ore=0; sheep=2; wheat=3; wood=0; unknown=0; knights=0; dev-cards=0	roads=[70,168; 168,184; 184,201]; settlements=[71,184]	or clay?
100	21:21:08:183	IG	clay=1; ore=0; sheep=2; wheat=3; wood=0; unknown=0; knights=0; dev-cards=0	roads=[70,168; 168,184; 184,201]; settlements=[71,184]	ah well
101	21:22:07:593	sabercat	clay=2; ore=3; sheep=0; wheat=1; wood=2; unknown=0; knights=0; dev-cards=0	roads=[154,135; 135,136]; settlements=[171,135]	am I still connected?
102	21:22:17:558	IG	clay=1; ore=0; sheep=2; wheat=3; wood=0; unknown=0; knights=0; dev-cards=0	roads=[70,168; 168,184; 184,201]; settlements=[71,184]	Yeah, & why?
103	21:22:19:995	amycharl	clay=1; ore=2; sheep=2; wheat=2; wood=2; unknown=0; knights=0; dev-cards=0	roads=[100,103; 103,120]; settlements=[116,103]	i dont know why it isnt rolling
104	21:22:33:877	IG	clay=1; ore=0; sheep=2; wheat=3; wood=0; unknown=0; knights=0; dev-cards=0	roads=[70,168; 168,184; 184,201]; settlements=[71,184]	hmm
105	21:23:18:476	dmm	clay=1; ore=0; sheep=1; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[105,52; 52,68]; settlements=[105,52]	is there anything else the client is wanting you to do & before you can roll, maybe?
106	21:24:58:889	Server	 		sabercat rolled a 1 and a 3.
107	21:24:58:890	Server	 		sabercat gets 1 sheep. dmm gets 1 sheep.
108	21:25:11:226	Server	 		sabercat built a settlement.
109	21:25:25:310	Server	 		sabercat built a road.
110	21:25:33:884	Server	 		dmm rolled a 3 and a 5.
111	21:25:33:885	Server	 		sabercat gets 1 ore. amycharl gets 1 sheep.
