ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
1	20:54:07:118	amycharl	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		heya
2	20:54:09:568	amycharl	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		yey
3	20:54:22:824	dmm	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		hello!
4	20:54:34:939	dmm	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		are we still waiting for one more?
5	20:54:36:577	amycharl	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		i made it
6	20:54:41:652	amycharl	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		i assume so
7	20:55:50:615	amycharl	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		who has said they can play?
8	20:58:02:711	sabercat	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		yes, the two guys from yesterday said they could
9	20:58:14:346	sabercat	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		(so I guess one of them will come
10	20:59:11:906	amycharl	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		at 9 tho, not half 9
11	20:59:14:793	amycharl	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		?
12	20:59:30:930	sabercat	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		I guess...
13	21:00:52:879	sabercat	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		I think we should start playing anyway... & they should have seen the mail
14	21:01:14:193	amycharl	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		well its only just 9
15	21:01:18:615	dmm	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		we could at least wait a little longer
