ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
192	21:38:05:889	amycharl	clay=0; ore=0; sheep=3; wheat=0; wood=1; unknown=0; knights=0; dev-cards=1	roads=[100,103; 103,120; 120,116; 116,132; 132,148; 148,165]	anyone want a sheep
193	21:38:08:403	amycharl	clay=0; ore=0; sheep=3; wheat=0; wood=1; unknown=0; knights=0; dev-cards=1	roads=[100,103; 103,120; 120,116; 116,132; 132,148; 148,165]	?
194	21:38:12:413	IG	clay=2; ore=0; sheep=1; wheat=4; wood=0; unknown=0; knights=0; dev-cards=0	roads=[70,168; 168,184; 184,201; 201,167; 167,150]; settlements=[71,184; 184,218]	sry
195	21:38:16:985	sabercat	clay=2; ore=1; sheep=0; wheat=0; wood=3; unknown=0; knights=1; dev-cards=0	roads=[154,135; 135,136; 136,137; 137,171]; settlements=[171,137]	for what?
196	21:38:27:225	amycharl	clay=0; ore=0; sheep=3; wheat=0; wood=1; unknown=0; knights=0; dev-cards=1	roads=[100,103; 103,120; 120,116; 116,132; 132,148; 148,165]	wheat preferably
197	21:38:35:258	sabercat	clay=2; ore=1; sheep=0; wheat=0; wood=3; unknown=0; knights=1; dev-cards=0	roads=[154,135; 135,136; 136,137; 137,171]; settlements=[171,137]	dont have that :D
198	21:38:46:650	amycharl	clay=0; ore=0; sheep=3; wheat=0; wood=1; unknown=0; knights=0; dev-cards=1	roads=[100,103; 103,120; 120,116; 116,132; 132,148; 148,165]	anything else is fine
199	21:38:49:651	sabercat	clay=2; ore=1; sheep=0; wheat=0; wood=3; unknown=0; knights=1; dev-cards=0	roads=[154,135; 135,136; 136,137; 137,171]; settlements=[171,137]	wood?
200	21:39:03:305	amycharl	clay=0; ore=0; sheep=3; wheat=0; wood=1; unknown=0; knights=0; dev-cards=1	roads=[100,103; 103,120; 120,116; 116,132; 132,148; 148,165]	yer sure
201	21:39:09:334	sabercat	clay=2; ore=1; sheep=0; wheat=0; wood=3; unknown=0; knights=1; dev-cards=0	roads=[154,135; 135,136; 136,137; 137,171]; settlements=[171,137]	then go ahead
202	21:39:11:155	sabercat	clay=2; ore=1; sheep=0; wheat=0; wood=3; unknown=0; knights=1; dev-cards=0	roads=[154,135; 135,136; 136,137; 137,171]; settlements=[171,137]	:)
203	21:39:27:525	Server	 		IG rolled a 5 and a 4.
204	21:39:27:526	Server	 		sabercat gets 2 wheat. dmm gets 1 wheat. IG gets 1 wheat.
205	21:39:30:823	amycharl	clay=0; ore=0; sheep=3; wheat=0; wood=1; unknown=0; knights=0; dev-cards=1	roads=[100,103; 103,120; 120,116; 116,132; 132,148; 148,165]	oops
206	21:39:37:239	sabercat	clay=2; ore=1; sheep=0; wheat=2; wood=3; unknown=0; knights=1; dev-cards=0	roads=[154,135; 135,136; 136,137; 137,171]; settlements=[171,137]	where is my sheep??
207	21:39:40:804	sabercat	clay=2; ore=1; sheep=0; wheat=2; wood=3; unknown=0; knights=1; dev-cards=0	roads=[154,135; 135,136; 136,137; 137,171]; settlements=[171,137]	:D
208	21:39:41:653	amycharl	clay=0; ore=0; sheep=3; wheat=0; wood=1; unknown=0; knights=0; dev-cards=1	roads=[100,103; 103,120; 120,116; 116,132; 132,148; 148,165]	i may have clicked done instead of trade....
209	21:39:49:613	amycharl	clay=0; ore=0; sheep=3; wheat=0; wood=1; unknown=0; knights=0; dev-cards=1	roads=[100,103; 103,120; 120,116; 116,132; 132,148; 148,165]	:)
210	21:39:56:517	sabercat	clay=2; ore=1; sheep=0; wheat=2; wood=3; unknown=0; knights=1; dev-cards=0	roads=[154,135; 135,136; 136,137; 137,171]; settlements=[171,137]	I will trade with you when its my turn, &  okay?
211	21:40:00:072	dmm	clay=0; ore=3; sheep=0; wheat=2; wood=1; unknown=0; knights=0; dev-cards=0	roads=[105,52; 52,68; 68,122]; settlements=[105,52; 52,84]	i've done that in practice so many times!
212	21:40:00:208	amycharl	clay=0; ore=0; sheep=3; wheat=0; wood=1; unknown=0; knights=0; dev-cards=1	roads=[100,103; 103,120; 120,116; 116,132; 132,148; 148,165]	you can hav it on your turn
213	21:40:15:882	amycharl	clay=0; ore=0; sheep=3; wheat=0; wood=1; unknown=0; knights=0; dev-cards=1	roads=[100,103; 103,120; 120,116; 116,132; 132,148; 148,165]	:)
214	21:40:21:340	Server	 		sabercat rolled a 3 and a 4.
215	21:41:32:298	Server	 		sabercat built a road.
216	21:41:45:549	Server	 		dmm rolled a 3 and a 3.
217	21:41:45:550	Server	 		IG gets 1 clay.
218	21:41:50:855	Server	 		dmm built a city.
219	21:41:59:256	Server	 		amycharl rolled a 1 and a 2.
220	21:41:59:256	Server	 		dmm gets 2 ore. amycharl gets 1 ore. IG gets 2 wheat.
221	21:42:19:776	amycharl	clay=0; ore=1; sheep=2; wheat=0; wood=1; unknown=0; knights=0; dev-cards=1	roads=[100,103; 103,120; 120,116; 116,132; 132,148; 148,165]	i will give a sheep for a clay
222	21:42:27:026	amycharl	clay=0; ore=1; sheep=2; wheat=0; wood=1; unknown=0; knights=0; dev-cards=1	roads=[100,103; 103,120; 120,116; 116,132; 132,148; 148,165]	anyone up for that?
223	21:42:31:153	IG	clay=2; ore=0; sheep=1; wheat=4; wood=0; unknown=0; knights=0; dev-cards=0	roads=[70,168; 168,184; 184,201; 201,167; 167,150]; settlements=[71,184; 184,218]	nah
224	21:42:40:972	sabercat	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=1; dev-cards=1	roads=[154,135; 135,136; 136,137; 137,171; 171,188]; settlements=[171,137]	nope
225	21:42:47:915	amycharl	clay=0; ore=1; sheep=2; wheat=0; wood=1; unknown=0; knights=0; dev-cards=1	roads=[100,103; 103,120; 120,116; 116,132; 132,148; 148,165]	or a wheat actually
226	21:42:53:150	dmm	clay=0; ore=2; sheep=0; wheat=0; wood=1; unknown=0; knights=0; dev-cards=0	roads=[105,52; 52,68; 68,122]; settlements=[105,52]	i have neither
227	21:42:58:606	sabercat	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=1; dev-cards=1	roads=[154,135; 135,136; 136,137; 137,171; 171,188]; settlements=[171,137]	(I would, but I have nothing...)
228	21:43:05:603	amycharl	clay=0; ore=1; sheep=2; wheat=0; wood=1; unknown=0; knights=0; dev-cards=1	roads=[100,103; 103,120; 120,116; 116,132; 132,148; 148,165]	true :)
229	21:43:15:422	IG	clay=2; ore=0; sheep=1; wheat=4; wood=0; unknown=0; knights=0; dev-cards=0	roads=[70,168; 168,184; 184,201; 201,167; 167,150]; settlements=[71,184; 184,218]	sorry
230	21:43:18:706	Server	 		IG rolled a 5 and a 4.
231	21:43:18:707	Server	 		sabercat gets 2 wheat. dmm gets 1 wheat. IG gets 1 wheat.
232	21:43:31:226	Server	 		IG traded 2 wheat for 1 wood from a port.
233	21:44:02:330	Server	 		IG traded 2 wheat for 1 wood from a port.
234	21:44:12:923	Server	 		IG built a road.
235	21:44:15:961	Server	 		IG built a road.
236	21:44:27:728	Server	 		sabercat rolled a 6 and a 3.
237	21:44:27:729	Server	 		sabercat gets 2 wheat. dmm gets 1 wheat. IG gets 1 wheat.
238	21:44:46:208	sabercat	clay=0; ore=0; sheep=0; wheat=4; wood=0; unknown=0; knights=1; dev-cards=1	roads=[154,135; 135,136; 136,137; 137,171; 171,188]; settlements=[171,137]	amy? still want wheat for a sheep?
239	21:44:53:924	amycharl	clay=0; ore=1; sheep=2; wheat=0; wood=1; unknown=0; knights=0; dev-cards=1	roads=[100,103; 103,120; 120,116; 116,132; 132,148; 148,165]	yup
240	21:45:07:064	sabercat	clay=0; ore=0; sheep=0; wheat=4; wood=0; unknown=0; knights=1; dev-cards=1	roads=[154,135; 135,136; 136,137; 137,171; 171,188]; settlements=[171,137]	and can anyone give me ore for wheat?
241	21:45:26:582	Server	 		sabercat made an offer to trade 1 wheat for 1 sheep.
242	21:45:33:606	Server	 		sabercat traded 1 wheat for 1 sheep from amycharl.
243	21:45:58:858	amycharl	clay=0; ore=1; sheep=1; wheat=1; wood=1; unknown=0; knights=0; dev-cards=1	roads=[100,103; 103,120; 120,116; 116,132; 132,148; 148,165]	ill giv you ore for clay
244	21:46:06:547	sabercat	clay=0; ore=0; sheep=1; wheat=3; wood=0; unknown=0; knights=1; dev-cards=1	roads=[154,135; 135,136; 136,137; 137,171; 171,188]; settlements=[171,137]	if I had it...
245	21:46:36:773	Server	 		dmm rolled a 4 and a 6.
246	21:46:36:774	Server	 		sabercat gets 2 clay, 1 wood. amycharl gets 2 clay.
247	21:46:57:838	dmm	clay=0; ore=2; sheep=0; wheat=2; wood=1; unknown=0; knights=0; dev-cards=0	roads=[105,52; 52,68; 68,122]; settlements=[105,52]	can anybody give me an ore? i can offer one wood.
248	21:47:08:962	sabercat	clay=2; ore=0; sheep=1; wheat=3; wood=2; unknown=0; knights=2; dev-cards=0	roads=[154,135; 135,136; 136,137; 137,171; 171,188]; settlements=[171,137]	nope, no ore...
249	21:47:46:418	Server	 		amycharl rolled a 5 and a 1.
250	21:47:46:418	Server	 		dmm gets 1 wood. amycharl gets 1 wood. IG gets 1 clay, 1 wood.
251	21:47:55:888	Server	 		amycharl built a settlement.
252	21:48:21:090	Server	 		IG rolled a 3 and a 5.
253	21:48:21:091	Server	 		sabercat gets 1 ore. dmm gets 2 sheep. amycharl gets 2 sheep.
254	21:48:42:498	Server	 		IG built a settlement.
255	21:48:54:999	sabercat	clay=2; ore=1; sheep=1; wheat=3; wood=2; unknown=0; knights=2; dev-cards=0	roads=[154,135; 135,136; 136,137; 137,171; 171,188]; settlements=[171,137]	oh no! thats my place IG!
256	21:48:57:197	sabercat	clay=2; ore=1; sheep=1; wheat=3; wood=2; unknown=0; knights=2; dev-cards=0	roads=[154,135; 135,136; 136,137; 137,171; 171,188]; settlements=[171,137]	:D
257	21:49:03:804	IG	clay=0; ore=0; sheep=0; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[70,168; 168,184; 184,201; 201,167; 167,150; 150,202; 202,203]; settlements=[71,184; 184,218; 218,220]	oops ;)
258	21:49:30:925	Server	 		sabercat rolled a 3 and a 1.
259	21:49:30:926	Server	 		sabercat gets 2 sheep. dmm gets 3 sheep.
260	21:49:41:506	Server	 		sabercat built a road.
261	21:49:47:174	Server	 		sabercat built a settlement.
