ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
301	21:21:39:813	Server	 		inca rolled a 5 and a 1.	 	 
302	21:21:39:814	Server	 		yiin gets 1 wheat. nareik15 gets 3 sheep, 1 wheat.	 	 
303	21:21:53:082	Server	 		inca built a road.	 	 
304	21:22:27:166	Server	 		nareik15 rolled a 5 and a 3.	 	 
305	21:22:27:167	Server	 		yiin gets 1 sheep. inca gets 2 sheep. nareik15 gets 1 wood.	 	 
306	21:22:42:161	nareik15	clay=0; ore=0; sheep=6; wheat=3; wood=2; unknown=0; knights=2; dev-cards=0	roads=[154,169; 169,168; 168,137; 137,170; 170,184; 184,120; 120,104; 104,105]; settlements=[154,186; 186,201; 201,120; 120,122]	anyone have clay to trade?	 	 
307	21:22:47:419	inca	clay=0; ore=0; sheep=4; wheat=2; wood=1; unknown=0; knights=4; dev-cards=1	roads=[99,152; 152,82; 82,66; 66,50; 50,34; 34,35; 35,36; 36,37]; settlements=[116,152; 152,82; 82,50; 50,52]	nope, &sorry	 	 
308	21:22:50:369	yiin	clay=1; ore=0; sheep=4; wheat=4; wood=0; unknown=0; knights=1; dev-cards=0	roads=[84,150; 150,134; 134,101; 101,118; 118,133; 133,132]; settlements=[84,167; 167,118]	no sorry	 	 
309	21:23:14:974	Server	 		nareik15 traded 4 sheep for 1 ore from the bank.	 	 
310	21:23:27:900	Server	 		yiin rolled a 4 and a 6.	 	 
311	21:23:27:901	Server	 		yiin gets 1 clay. inca gets 2 clay. nareik15 gets 1 wood.	 	 
312	21:23:38:568	yiin	clay=2; ore=0; sheep=4; wheat=4; wood=0; unknown=0; knights=1; dev-cards=0	roads=[84,150; 150,134; 134,101; 101,118; 118,133; 133,132]; settlements=[84,167; 167,118]	does anyone have wood	 	 
313	21:23:42:778	nareik15	clay=0; ore=0; sheep=1; wheat=2; wood=3; unknown=0; knights=2; dev-cards=1	roads=[154,169; 169,168; 168,137; 137,170; 170,184; 184,120; 120,104; 104,105]; settlements=[154,186; 186,201; 201,120; 120,122]	yeah	 	 
314	21:23:48:580	yiin	clay=2; ore=0; sheep=4; wheat=4; wood=0; unknown=0; knights=1; dev-cards=0	roads=[84,150; 150,134; 134,101; 101,118; 118,133; 133,132]; settlements=[84,167; 167,118]	what do you need	 	 
315	21:24:03:249	Server	 		yiin made an offer to trade 1 clay for 1 wood.	 	 
316	21:24:03:569	nareik15	clay=0; ore=0; sheep=1; wheat=2; wood=3; unknown=0; knights=2; dev-cards=1	roads=[154,169; 169,168; 168,137; 137,170; 170,184; 184,120; 120,104; 104,105]; settlements=[154,186; 186,201; 201,120; 120,122]	clay or ore	 	 
317	21:24:13:922	Server	 		yiin traded 1 clay for 1 wood from nareik15.	 	 
318	21:24:19:152	Server	 		yiin built a settlement.	 	 
319	21:24:25:825	yiin	clay=0; ore=0; sheep=3; wheat=3; wood=0; unknown=0; knights=1; dev-cards=0	roads=[84,150; 150,134; 134,101; 101,118; 118,133; 133,132]; settlements=[84,167; 167,118; 118,148]	thank you	 	 
320	21:24:31:107	Server	 		inca rolled a 2 and a 2.	 	 
321	21:24:31:108	Server	 		yiin gets 1 sheep. inca gets 1 sheep, 1 wood.	 	 
322	21:24:42:858	nareik15	clay=1; ore=0; sheep=1; wheat=2; wood=2; unknown=0; knights=2; dev-cards=1	roads=[154,169; 169,168; 168,137; 137,170; 170,184; 184,120; 120,104; 104,105]; settlements=[154,186; 186,201; 201,120; 120,122]	thanks	 	 
323	21:25:04:240	inca	clay=2; ore=0; sheep=5; wheat=2; wood=2; unknown=0; knights=4; dev-cards=1	roads=[99,152; 152,82; 82,66; 66,50; 50,34; 34,35; 35,36; 36,37]; settlements=[116,152; 152,82; 82,50; 50,52]	does anyone actually have any ore?	 	 
324	21:25:13:906	inca	clay=2; ore=0; sheep=5; wheat=2; wood=2; unknown=0; knights=4; dev-cards=1	roads=[99,152; 152,82; 82,66; 66,50; 50,34; 34,35; 35,36; 36,37]; settlements=[116,152; 152,82; 82,50; 50,52]	i can give anything else for it	 	 
325	21:25:22:481	yiin	clay=0; ore=0; sheep=4; wheat=3; wood=0; unknown=0; knights=1; dev-cards=0	roads=[84,150; 150,134; 134,101; 101,118; 118,133; 133,132]; settlements=[84,167; 167,118; 118,148]	no & since 9 and 12 are seldom seen	 	 
326	21:25:29:275	nareik15	clay=1; ore=0; sheep=1; wheat=2; wood=2; unknown=0; knights=2; dev-cards=1	roads=[154,169; 169,168; 168,137; 137,170; 170,184; 184,120; 120,104; 104,105]; settlements=[154,186; 186,201; 201,120; 120,122]	I don't, & sorry	 	 
327	21:25:42:706	Server	 		inca traded 3 sheep for 1 ore from a port.	 	 
328	21:25:45:808	yiin	clay=0; ore=0; sheep=4; wheat=3; wood=0; unknown=0; knights=1; dev-cards=0	roads=[84,150; 150,134; 134,101; 101,118; 118,133; 133,132]; settlements=[84,167; 167,118; 118,148]	i need a 9	 	 
329	21:26:02:085	Server	 		inca built a road.	 	 
330	21:26:12:255	Server	 		inca built a road.	 	 
331	21:26:30:203	inca	clay=0; ore=1; sheep=2; wheat=2; wood=0; unknown=0; knights=4; dev-cards=1	roads=[99,152; 152,82; 82,66; 66,50; 50,34; 34,35; 35,36; 36,37; 37,38; 38,39]; settlements=[116,152; 152,82; 82,50; 50,52]	wow, didn't realise i was that close	 	 
332	21:26:42:426	inca	clay=0; ore=1; sheep=2; wheat=2; wood=0; unknown=0; knights=4; dev-cards=1	roads=[99,152; 152,82; 82,66; 66,50; 50,34; 34,35; 35,36; 36,37; 37,38; 38,39]; settlements=[116,152; 152,82; 82,50; 50,52]	good game	 	 
333	21:26:46:608	yiin	clay=0; ore=0; sheep=4; wheat=3; wood=0; unknown=0; knights=1; dev-cards=0	roads=[84,150; 150,134; 134,101; 101,118; 118,133; 133,132]; settlements=[84,167; 167,118; 118,148]	gg	 	 
334	21:26:51:085	nareik15	clay=1; ore=0; sheep=1; wheat=2; wood=2; unknown=0; knights=2; dev-cards=1	roads=[154,169; 169,168; 168,137; 137,170; 170,184; 184,120; 120,104; 104,105]; settlements=[154,186; 186,201; 201,120; 120,122]	yeah pretty close, &great game	 	 
335	21:27:23:668	inca	clay=0; ore=1; sheep=2; wheat=2; wood=0; unknown=0; knights=4; dev-cards=1	roads=[99,152; 152,82; 82,66; 66,50; 50,34; 34,35; 35,36; 36,37; 37,38; 38,39]; settlements=[116,152; 152,82; 82,50; 50,52]	cheers all, see you next time	 	 
336	21:27:36:642	nareik15	clay=1; ore=0; sheep=1; wheat=2; wood=2; unknown=0; knights=2; dev-cards=1	roads=[154,169; 169,168; 168,137; 137,170; 170,184; 184,120; 120,104; 104,105]; settlements=[154,186; 186,201; 201,120; 120,122]	see you :)	 
