ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
374	20:55:54:005	Server	 		ljaybrad123 rolled a 3 and a 5.	 	 
375	20:55:54:006	Server	 		ljaybrad123 gets 3 sheep. william gets 3 wheat.	 	 
376	20:56:09:118	ljaybrad123	clay=1; ore=4; sheep=4; wheat=0; wood=2; unknown=0; knights=1; dev-cards=0	roads=[100,67; 67,84; 84,116; 116,133; 133,134; 134,135; 135,118; 118,50; 50,34; 34,35; 35,36; 36,37; 37,38]; settlements=[67,150; 150,118]	anyone have wheat for ore or sheep?	 	 
377	20:56:15:787	william	clay=0; ore=0; sheep=1; wheat=3; wood=1; unknown=0; knights=1; dev-cards=1	roads=[139,71; 71,156; 156,70; 70,72; 72,73]; settlements=[173,86; 86,90]; cities=[88,139]	i need ore yes	 	 
378	20:56:16:368	tomas.kostan	clay=1; ore=1; sheep=1; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[104,168; 168,105; 105,152; 152,136; 136,184; 184,106; 106,167; 167,166]; settlements=[120,169; 169,201]	no	 	 
379	20:56:30:139	Server	 		ljaybrad123 made an offer to trade 1 ore for 1 wheat.	 	 
380	20:56:34:447	Server	 		ljaybrad123 traded 1 ore for 1 wheat from william.	 	 
381	20:56:46:285	Server	 		ljaybrad123 built a settlement.	 	 
382	20:56:59:040	ljaybrad123	clay=0; ore=3; sheep=3; wheat=0; wood=1; unknown=0; knights=1; dev-cards=0	roads=[100,67; 67,84; 84,116; 116,133; 133,134; 134,135; 135,118; 118,50; 50,34; 34,35; 35,36; 36,37; 37,38]; settlements=[67,150; 150,118; 118,39]	anyone have another wheat?	 	 
383	20:57:09:642	william	clay=0; ore=1; sheep=1; wheat=2; wood=1; unknown=0; knights=1; dev-cards=1	roads=[139,71; 71,156; 156,70; 70,72; 72,73]; settlements=[173,86; 86,90]; cities=[88,139]	no	 	 
384	20:57:11:148	tomas.kostan	clay=1; ore=1; sheep=1; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[104,168; 168,105; 105,152; 152,136; 136,184; 184,106; 106,167; 167,166]; settlements=[120,169; 169,201]	no	 	 
