ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
72	20:17:24:370	Server	 		ljaybrad123 rolled a 2 and a 3.	 	 
73	20:17:24:373	Server	 		ljaybrad123 gets 1 clay. william gets 1 sheep. tomas.kostan gets 1 sheep.	 	 
74	20:17:56:281	Server	 		william rolled a 2 and a 6.	 	 
75	20:17:56:286	Server	 		ljaybrad123 gets 2 sheep. william gets 1 wheat.	 	 
76	20:18:14:873	william	clay=0; ore=0; sheep=4; wheat=4; wood=3; unknown=0; knights=0; dev-cards=0	roads=[139,71]; settlements=[139,88]	i can give you a lot for a clay, anyone?	 	 
77	20:18:25:153	tomas.kostan	clay=2; ore=0; sheep=2; wheat=0; wood=1; unknown=0; knights=0; dev-cards=0	roads=[104,168]; settlements=[120,169]	no sry	 	 
78	20:18:26:632	ljaybrad123	clay=2; ore=0; sheep=2; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[100,67; 67,84; 84,116; 116,133]; settlements=[116,67]	I have clay	 	 
79	20:18:32:181	ljaybrad123	clay=2; ore=0; sheep=2; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[100,67; 67,84; 84,116; 116,133]; settlements=[116,67]	wood and a wheat?	 	 
80	20:18:35:915	william	clay=0; ore=0; sheep=4; wheat=4; wood=3; unknown=0; knights=0; dev-cards=0	roads=[139,71]; settlements=[139,88]	fine	 	 
81	20:18:47:875	Server	 		william made an offer to trade 1 wheat, 1 wood for 1 clay.	 	 
82	20:18:59:880	william	clay=0; ore=0; sheep=4; wheat=4; wood=3; unknown=0; knights=0; dev-cards=0	roads=[139,71]; settlements=[139,88]	oops	 	 
83	20:19:01:987	ljaybrad123	clay=2; ore=0; sheep=2; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[100,67; 67,84; 84,116; 116,133]; settlements=[116,67]	I'm red :)	 	 
84	20:19:10:161	Server	 		william made an offer to trade 1 wheat, 1 wood for 1 clay.	 	 
85	20:19:13:509	Server	 		william traded 1 wheat, 1 wood for 1 clay from ljaybrad123.	 	 
86	20:19:20:835	Server	 		william built a road.	 	 
87	20:19:24:350	Server	 		tomas.kostan rolled a 2 and a 2.	 	 
88	20:19:24:352	Server	 		ljaybrad123 gets 1 wood. tomas.kostan gets 1 clay.	 	 
89	20:19:32:532	tomas.kostan	clay=3; ore=0; sheep=2; wheat=0; wood=1; unknown=0; knights=0; dev-cards=0	roads=[104,168]; settlements=[120,169]	wood anyone?	 	 
90	20:19:39:004	william	clay=0; ore=0; sheep=4; wheat=3; wood=1; unknown=0; knights=0; dev-cards=0	roads=[139,71; 71,156]; settlements=[139,88]	nope	 	 
91	20:19:42:293	ljaybrad123	clay=1; ore=0; sheep=2; wheat=1; wood=2; unknown=0; knights=0; dev-cards=0	roads=[100,67; 67,84; 84,116; 116,133]; settlements=[116,67]	sorry	 	 
92	20:20:12:812	Server	 		tomas.kostan built a road.	 	 
93	20:20:19:996	Server	 		ljaybrad123 rolled a 5 and a 6.	 	 
94	20:20:19:998	Server	 		tomas.kostan gets 1 sheep.	 	 
95	20:20:52:918	Server	 		ljaybrad123 built a road.	 	 
96	20:21:02:491	ljaybrad123	clay=0; ore=0; sheep=2; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[100,67; 67,84; 84,116; 116,133; 133,134]; settlements=[116,67]	anyone have clay?	 	 
97	20:21:08:987	william	clay=0; ore=0; sheep=4; wheat=3; wood=1; unknown=0; knights=0; dev-cards=0	roads=[139,71; 71,156]; settlements=[139,88]	nope	 	 
98	20:21:09:241	tomas.kostan	clay=2; ore=0; sheep=3; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[104,168; 168,105]; settlements=[120,169]	no	 	 
99	20:21:15:139	Server	 		william rolled a 4 and a 3.	 	 
100	20:21:40:483	Server	 		tomas.kostan rolled a 1 and a 4.	 	 
101	20:21:40:486	Server	 		ljaybrad123 gets 1 clay. william gets 1 sheep. tomas.kostan gets 1 sheep.	 	 
102	20:21:50:207	tomas.kostan	clay=2; ore=0; sheep=4; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[104,168; 168,105]; settlements=[120,169]	still no wood?	 	 
103	20:21:55:132	william	clay=0; ore=0; sheep=4; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[139,71; 71,156]; settlements=[139,88]	no	 	 
104	20:22:02:098	ljaybrad123	clay=1; ore=0; sheep=2; wheat=0; wood=1; unknown=0; knights=0; dev-cards=0	roads=[100,67; 67,84; 84,116; 116,133; 133,134]; settlements=[116,67]	no	 	 
105	20:22:17:251	Server	 		ljaybrad123 rolled a 3 and a 1.	 	 
106	20:22:17:253	Server	 		ljaybrad123 gets 1 wood. tomas.kostan gets 1 clay.	 	 
107	20:22:25:488	Server	 		ljaybrad123 built a road.	 	 
108	20:22:36:473	Server	 		william rolled a 6 and a 2.	 	 
109	20:22:36:475	Server	 		ljaybrad123 gets 2 sheep. william gets 1 wheat.	 	 
110	20:22:46:481	ljaybrad123	clay=0; ore=0; sheep=4; wheat=0; wood=1; unknown=0; knights=0; dev-cards=0	roads=[100,67; 67,84; 84,116; 116,133; 133,134; 134,135]; settlements=[116,67]	yay sheep :p	 	 
111	20:22:50:397	william	clay=0; ore=0; sheep=4; wheat=2; wood=1; unknown=0; knights=0; dev-cards=0	roads=[139,71; 71,156]; settlements=[139,88]	can i get a sheep for a wheat from someone?	 	 
112	20:22:53:910	ljaybrad123	clay=0; ore=0; sheep=4; wheat=0; wood=1; unknown=0; knights=0; dev-cards=0	roads=[100,67; 67,84; 84,116; 116,133; 133,134; 134,135]; settlements=[116,67]	yes	 	 
113	20:23:02:683	Server	 		william made an offer to trade 1 wheat for 1 sheep.	 	 
114	20:23:05:115	Server	 		william traded 1 wheat for 1 sheep from ljaybrad123.	 	 
115	20:23:08:299	william	clay=0; ore=0; sheep=5; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[139,71; 71,156]; settlements=[139,88]	cheers	 	 
116	20:23:14:188	ljaybrad123	clay=0; ore=0; sheep=3; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[100,67; 67,84; 84,116; 116,133; 133,134; 134,135]; settlements=[116,67]	thanks too :)	 	 
117	20:23:17:014	Server	 		william traded 4 sheep for 1 clay from the bank.	 	 
118	20:23:20:084	Server	 		william built a settlement.	 	 
