ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
274	20:43:50:027	Server	 		william rolled a 2 and a 1.	 	 
275	20:43:50:029	Server	 		william gets 1 wood. tomas.kostan gets 2 wood.	 	 
276	20:44:10:063	Server	 		tomas.kostan rolled a 6 and a 2.	 	 
277	20:44:10:065	Server	 		ljaybrad123 gets 3 sheep. william gets 2 wheat.	 	 
278	20:44:16:155	ljaybrad123	clay=0; ore=0; sheep=3; wheat=0; wood=0; unknown=0; knights=1; dev-cards=0	roads=[100,67; 67,84; 84,116; 116,133; 133,134; 134,135; 135,118; 118,50; 50,34; 34,35; 35,36]; settlements=[67,150]	yay sheep :D	 	 
279	20:44:24:657	tomas.kostan	clay=1; ore=1; sheep=0; wheat=0; wood=4; unknown=0; knights=0; dev-cards=0	roads=[104,168; 168,105; 105,152; 152,136; 136,184]; settlements=[120,169; 169,201]	can i get wheet from someone?	 	 
280	20:44:27:791	ljaybrad123	clay=0; ore=0; sheep=3; wheat=0; wood=0; unknown=0; knights=1; dev-cards=0	roads=[100,67; 67,84; 84,116; 116,133; 133,134; 134,135; 135,118; 118,50; 50,34; 34,35; 35,36]; settlements=[67,150]	no	 	 
281	20:44:32:647	william	clay=0; ore=0; sheep=2; wheat=4; wood=1; unknown=0; knights=1; dev-cards=1	roads=[139,71; 71,156; 156,70; 70,72]; settlements=[139,173; 173,86]	yes	 	 
282	20:44:37:336	tomas.kostan	clay=1; ore=1; sheep=0; wheat=0; wood=4; unknown=0; knights=0; dev-cards=0	roads=[104,168; 168,105; 105,152; 152,136; 136,184]; settlements=[120,169; 169,201]	for wood?	 	 
283	20:45:00:119	william	clay=0; ore=0; sheep=2; wheat=4; wood=1; unknown=0; knights=1; dev-cards=1	roads=[139,71; 71,156; 156,70; 70,72]; settlements=[139,173; 173,86]	clay?	 	 
284	20:45:04:465	william	clay=0; ore=0; sheep=2; wheat=4; wood=1; unknown=0; knights=1; dev-cards=1	roads=[139,71; 71,156; 156,70; 70,72]; settlements=[139,173; 173,86]	ore?	 	 
285	20:45:07:394	tomas.kostan	clay=1; ore=1; sheep=0; wheat=0; wood=4; unknown=0; knights=0; dev-cards=0	roads=[104,168; 168,105; 105,152; 152,136; 136,184]; settlements=[120,169; 169,201]	nope	 	 
286	20:45:10:423	Server	 		tomas.kostan built a road.	 	 
287	20:45:16:237	william	clay=0; ore=0; sheep=2; wheat=4; wood=1; unknown=0; knights=1; dev-cards=1	roads=[139,71; 71,156; 156,70; 70,72]; settlements=[139,173; 173,86]	then one wood	 	 
288	20:45:19:075	Server	 		ljaybrad123 rolled a 2 and a 3.	 	 
289	20:45:19:077	Server	 		ljaybrad123 gets 2 clay.	 	 
290	20:45:29:337	tomas.kostan	clay=0; ore=1; sheep=0; wheat=0; wood=3; unknown=0; knights=0; dev-cards=0	roads=[104,168; 168,105; 105,152; 152,136; 136,184; 184,106]; settlements=[120,169; 169,201]	ok in your turn :)	 	 
291	20:45:43:803	tomas.kostan	clay=0; ore=1; sheep=0; wheat=0; wood=3; unknown=0; knights=0; dev-cards=0	roads=[104,168; 168,105; 105,152; 152,136; 136,184; 184,106]; settlements=[120,169; 169,201]	bloody robber	 	 
292	20:46:01:139	ljaybrad123	clay=2; ore=0; sheep=3; wheat=0; wood=0; unknown=0; knights=1; dev-cards=0	roads=[100,67; 67,84; 84,116; 116,133; 133,134; 134,135; 135,118; 118,50; 50,34; 34,35; 35,36]; settlements=[67,150]	anyone have 1 wheat 1 wood for 2 sheep?	 	 
293	20:46:06:678	tomas.kostan	clay=0; ore=1; sheep=0; wheat=0; wood=3; unknown=0; knights=0; dev-cards=0	roads=[104,168; 168,105; 105,152; 152,136; 136,184; 184,106]; settlements=[120,169; 169,201]	no	 	 
294	20:46:11:409	william	clay=0; ore=0; sheep=2; wheat=4; wood=1; unknown=0; knights=1; dev-cards=1	roads=[139,71; 71,156; 156,70; 70,72]; settlements=[139,173; 173,86]	no, & but can i give you something for your clay?	 	 
295	20:46:16:598	ljaybrad123	clay=2; ore=0; sheep=3; wheat=0; wood=0; unknown=0; knights=1; dev-cards=0	roads=[100,67; 67,84; 84,116; 116,133; 133,134; 134,135; 135,118; 118,50; 50,34; 34,35; 35,36]; settlements=[67,150]	wood?	 	 
296	20:46:26:144	william	clay=0; ore=0; sheep=2; wheat=4; wood=1; unknown=0; knights=1; dev-cards=1	roads=[139,71; 71,156; 156,70; 70,72]; settlements=[139,173; 173,86]	sure	 	 
297	20:46:36:304	tomas.kostan	clay=0; ore=1; sheep=0; wheat=0; wood=3; unknown=0; knights=0; dev-cards=0	roads=[104,168; 168,105; 105,152; 152,136; 136,184; 184,106]; settlements=[120,169; 169,201]	noooo :D	 	 
298	20:46:36:999	Server	 		ljaybrad123 made an offer to trade 1 clay for 1 wood.	 	 
299	20:46:39:569	Server	 		ljaybrad123 traded 1 clay for 1 wood from william.	 	 
300	20:46:58:239	ljaybrad123	clay=1; ore=0; sheep=3; wheat=0; wood=1; unknown=0; knights=1; dev-cards=0	roads=[100,67; 67,84; 84,116; 116,133; 133,134; 134,135; 135,118; 118,50; 50,34; 34,35; 35,36]; settlements=[67,150]	anyone have one wheat?	 	 
301	20:47:02:211	tomas.kostan	clay=0; ore=1; sheep=0; wheat=0; wood=3; unknown=0; knights=0; dev-cards=0	roads=[104,168; 168,105; 105,152; 152,136; 136,184; 184,106]; settlements=[120,169; 169,201]	no	 	 
302	20:47:03:067	william	clay=1; ore=0; sheep=2; wheat=4; wood=0; unknown=0; knights=1; dev-cards=1	roads=[139,71; 71,156; 156,70; 70,72]; settlements=[139,173; 173,86]	yes	 	 
303	20:47:10:907	william	clay=1; ore=0; sheep=2; wheat=4; wood=0; unknown=0; knights=1; dev-cards=1	roads=[139,71; 71,156; 156,70; 70,72]; settlements=[139,173; 173,86]	but i really dont need sheep	 	 
304	20:47:11:405	ljaybrad123	clay=1; ore=0; sheep=3; wheat=0; wood=1; unknown=0; knights=1; dev-cards=0	roads=[100,67; 67,84; 84,116; 116,133; 133,134; 134,135; 135,118; 118,50; 50,34; 34,35; 35,36]; settlements=[67,150]	william for a sheep?	 	 
305	20:47:15:014	william	clay=1; ore=0; sheep=2; wheat=4; wood=0; unknown=0; knights=1; dev-cards=1	roads=[139,71; 71,156; 156,70; 70,72]; settlements=[139,173; 173,86]	^^ no	 	 
306	20:47:16:470	ljaybrad123	clay=1; ore=0; sheep=3; wheat=0; wood=1; unknown=0; knights=1; dev-cards=0	roads=[100,67; 67,84; 84,116; 116,133; 133,134; 134,135; 135,118; 118,50; 50,34; 34,35; 35,36]; settlements=[67,150]	2 sheep?	 	 
