ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
128	19:35:32:549	Server	 		ljaybrad123 built a settlement.	 	 
129	19:35:44:917	Server	 		ljaybrad123 built a road.	 	 
130	19:36:33:761	Server	 		tomas.kostan built a settlement.	 	 
131	19:36:37:505	Server	 		tomas.kostan built a road.	 	 
132	19:36:45:485	Server	 		gotwood4sheep built a settlement.	 	 
133	19:36:46:454	Server	 		gotwood4sheep built a road.	 	 
134	19:36:47:503	Server	 		gotwood4sheep built a settlement.	 	 
135	19:36:48:413	Server	 		gotwood4sheep built a road.	 	 
136	19:37:05:235	gotwood4sheep	clay=0; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[105,139]; settlements=[105,156]	that wasn't a smart start by me	 	 
137	19:37:06:147	gotwood4sheep	clay=0; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[105,139]; settlements=[105,156]	lol	 	 
138	19:37:14:247	ljaybrad123	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		no....	 	 
139	19:37:36:040	Server	 		tomas.kostan built a settlement.	 	 
140	19:37:49:625	Server	 		tomas.kostan built a road.	 	 
141	19:37:51:528	Server	 		ljaybrad123 built a settlement.	 	 
142	19:37:54:164	Server	 		ljaybrad123 built a road.	 	 
143	19:37:59:471	Server	 		ljaybrad123 rolled a 5 and a 6.	 	 
144	19:37:59:472	Server	 		ljaybrad123 gets 1 clay.	 	 
145	19:38:07:315	Server	 		ljaybrad123 built a road.	 	 
146	19:38:11:383	gotwood4sheep	clay=0; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[105,139]; settlements=[105,156]	good luck all :)	 	 
147	19:38:15:642	Server	 		tomas.kostan rolled a 6 and a 4.	 	 
148	19:38:15:643	Server	 		gotwood4sheep gets 1 wheat. tomas.kostan gets 1 wood.	 	 
149	19:38:16:043	gotwood4sheep	clay=0; ore=1; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[105,139]; settlements=[105,156]	no 7s :D	 	 
150	19:38:25:635	tomas.kostan	clay=0; ore=0; sheep=1; wheat=2; wood=1; unknown=0; knights=0; dev-cards=0	roads=[84,152]; settlements=[101,169]	clay, ore?	 	 
151	19:38:30:966	tomas.kostan	clay=0; ore=0; sheep=1; wheat=2; wood=1; unknown=0; knights=0; dev-cards=0	roads=[84,152]; settlements=[101,169]	and gl to you too!	 	 
152	19:38:32:999	gotwood4sheep	clay=0; ore=1; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[105,139]; settlements=[105,156]	none to spare just yet :)	 	 
153	19:38:39:551	gotwood4sheep	clay=0; ore=1; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[105,139]; settlements=[105,156]	laura will be our ore mine i think :D	 	 
154	19:38:41:163	ljaybrad123	clay=1; ore=1; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[138,69; 69,137]; settlements=[154,69]	keeping mine just yet	 	 
155	19:38:45:987	Server	 		gotwood4sheep rolled a 4 and a 2.	 	 
156	19:38:45:987	Server	 		gotwood4sheep gets 1 clay. tomas.kostan gets 1 wheat.	 	 
157	19:38:50:277	gotwood4sheep	clay=1; ore=1; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[105,139]; settlements=[105,156]	anyone got wood?	 	 
158	19:38:53:150	ljaybrad123	clay=1; ore=1; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[138,69; 69,137]; settlements=[154,69]	no	 	 
159	19:39:06:993	gotwood4sheep	clay=1; ore=1; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[105,139]; settlements=[105,156]	ore for a wood, tomas?	 	 
160	19:39:08:934	tomas.kostan	clay=0; ore=0; sheep=1; wheat=3; wood=1; unknown=0; knights=0; dev-cards=0	roads=[84,152]; settlements=[101,169]	yes but i need mine	 	 
161	19:39:12:613	gotwood4sheep	clay=1; ore=1; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[105,139]; settlements=[105,156]	ore more?	 	 
162	19:39:20:751	tomas.kostan	clay=0; ore=0; sheep=1; wheat=3; wood=1; unknown=0; knights=0; dev-cards=0	roads=[84,152]; settlements=[101,169]	2 ore for a wood?	 	 
163	19:39:27:320	gotwood4sheep	clay=1; ore=1; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[105,139]; settlements=[105,156]	i don't have 2, sorry,& just the one	 	 
164	19:39:31:327	gotwood4sheep	clay=1; ore=1; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[105,139]; settlements=[105,156]	early doors, early offers :)	 	 
165	19:39:43:039	tomas.kostan	clay=0; ore=0; sheep=1; wheat=3; wood=1; unknown=0; knights=0; dev-cards=0	roads=[84,152]; settlements=[101,169]	then i cannot make you a deal	 	 
166	19:39:47:629	tomas.kostan	clay=0; ore=0; sheep=1; wheat=3; wood=1; unknown=0; knights=0; dev-cards=0	roads=[84,152]; settlements=[101,169]	sry	 	 
167	19:39:49:590	gotwood4sheep	clay=1; ore=1; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[105,139]; settlements=[105,156]	ah dommage :(	 	 
168	19:39:52:664	Server	 		gotwood4sheep traded 2 wheat for 1 wood from a port.	 	 
169	19:39:54:970	Server	 		gotwood4sheep built a road.	 	 
170	19:39:59:271	Server	 		ljaybrad123 rolled a 1 and a 5.	 	 
171	19:39:59:272	Server	 		gotwood4sheep gets 1 clay. tomas.kostan gets 1 wheat.	 	 
172	19:40:11:641	Server	 		tomas.kostan rolled a 5 and a 5.	 	 
173	19:40:11:642	Server	 		gotwood4sheep gets 1 wheat. tomas.kostan gets 1 wood.	 	 
174	19:40:32:296	tomas.kostan	clay=0; ore=0; sheep=1; wheat=4; wood=2; unknown=0; knights=0; dev-cards=0	roads=[84,152]; settlements=[101,169]	still no clay or ore to sprae?	 	 
175	19:40:35:943	tomas.kostan	clay=0; ore=0; sheep=1; wheat=4; wood=2; unknown=0; knights=0; dev-cards=0	roads=[84,152]; settlements=[101,169]	*spare	 	 
176	19:40:40:668	ljaybrad123	clay=1; ore=1; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[138,69; 69,137]; settlements=[154,69]	i could spare ore	 	 
177	19:40:43:932	gotwood4sheep	clay=1; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[105,139; 139,122]; settlements=[105,156]	i got ore	 	 
178	19:40:46:944	gotwood4sheep	clay=1; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[105,139; 139,122]; settlements=[105,156]	i would like a wood	 	 
179	19:40:50:285	ljaybrad123	clay=1; ore=1; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[138,69; 69,137]; settlements=[154,69]	me too	 	 
180	19:40:51:720	gotwood4sheep	clay=1; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[105,139; 139,122]; settlements=[105,156]	but lj may be able to up the offer	 	 
