ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
322	19:55:14:822	Server	 		gotwood4sheep rolled a 4 and a 1.	 	 
323	19:55:14:822	Server	 		gotwood4sheep gets 1 wood. ljaybrad123 gets 1 wood.	 	 
324	19:55:27:947	Server	 		ljaybrad123 rolled a 4 and a 3.	 	 
325	19:55:32:289	gotwood4sheep	clay=0; ore=2; sheep=0; wheat=2; wood=1; unknown=0; knights=1; dev-cards=0	roads=[105,139; 139,122; 122,106]; settlements=[105,156; 156,107]	uh oooohhhh	 	 
326	19:55:42:072	gotwood4sheep	clay=0; ore=2; sheep=0; wheat=2; wood=1; unknown=0; knights=1; dev-cards=0	roads=[105,139; 139,122; 122,106]; settlements=[105,156; 156,107]	stop that city :D	 	 
327	19:55:42:126	Server	 		ljaybrad123 built a road.	 	 
328	19:55:45:933	tomas.kostan	clay=0; ore=0; sheep=1; wheat=0; wood=2; unknown=0; knights=0; dev-cards=1	roads=[84,152; 152,135; 135,67]; settlements=[101,135]	nooooo :D	 	 
329	19:55:52:750	Server	 		tomas.kostan rolled a 4 and a 1.	 	 
330	19:55:52:751	Server	 		gotwood4sheep gets 1 wood. ljaybrad123 gets 1 wood.	 	 
331	19:56:12:043	Server	 		gotwood4sheep rolled a 2 and a 4.	 	 
332	19:56:12:043	Server	 		gotwood4sheep gets 1 clay. tomas.kostan gets 2 wheat.	 	 
333	19:56:22:647	gotwood4sheep	clay=1; ore=2; sheep=0; wheat=2; wood=2; unknown=0; knights=1; dev-cards=0	roads=[105,139; 139,122; 122,106]; settlements=[105,156; 156,107]	anyone got ore or sheep?	 	 
334	19:56:29:246	ljaybrad123	clay=0; ore=0; sheep=0; wheat=0; wood=3; unknown=0; knights=0; dev-cards=1	roads=[138,69; 69,137; 137,120; 120,103; 103,86; 86,154]; settlements=[154,69]	i have wood	 	 
335	19:56:33:934	gotwood4sheep	clay=1; ore=2; sheep=0; wheat=2; wood=2; unknown=0; knights=1; dev-cards=0	roads=[105,139; 139,122; 122,106]; settlements=[105,156; 156,107]	so do i :)	 	 
336	19:56:35:275	tomas.kostan	clay=0; ore=0; sheep=1; wheat=2; wood=2; unknown=0; knights=0; dev-cards=1	roads=[84,152; 152,135; 135,67]; settlements=[101,135]	me too :D	 	 
337	19:56:44:514	gotwood4sheep	clay=1; ore=2; sheep=0; wheat=2; wood=2; unknown=0; knights=1; dev-cards=0	roads=[105,139; 139,122; 122,106]; settlements=[105,156; 156,107]	we're fully forested	 	 
338	19:56:46:190	tomas.kostan	clay=0; ore=0; sheep=1; wheat=2; wood=2; unknown=0; knights=0; dev-cards=1	roads=[84,152; 152,135; 135,67]; settlements=[101,135]	and wheat& if you want some :)	 	 
339	19:57:00:687	gotwood4sheep	clay=1; ore=2; sheep=0; wheat=2; wood=2; unknown=0; knights=1; dev-cards=0	roads=[105,139; 139,122; 122,106]; settlements=[105,156; 156,107]	I'd need 2 wheat,& and can only offer clay or wood	 	 
340	19:57:14:490	tomas.kostan	clay=0; ore=0; sheep=1; wheat=2; wood=2; unknown=0; knights=0; dev-cards=1	roads=[84,152; 152,135; 135,67]; settlements=[101,135]	that does not work for me sry	 	 
341	19:57:18:757	gotwood4sheep	clay=1; ore=2; sheep=0; wheat=2; wood=2; unknown=0; knights=1; dev-cards=0	roads=[105,139; 139,122; 122,106]; settlements=[105,156; 156,107]	no worries :)	 	 
342	19:57:35:469	Server	 		gotwood4sheep built a road.	 	 
343	19:57:40:114	Server	 		ljaybrad123 rolled a 4 and a 1.	 	 
344	19:57:40:114	Server	 		gotwood4sheep gets 1 wood. ljaybrad123 gets 1 wood.	 	 
345	19:57:48:557	ljaybrad123	clay=0; ore=0; sheep=0; wheat=0; wood=4; unknown=0; knights=0; dev-cards=1	roads=[138,69; 69,137; 137,120; 120,103; 103,86; 86,154]; settlements=[154,69]	anyone have clay?	 	 
346	19:57:54:321	gotwood4sheep	clay=0; ore=2; sheep=0; wheat=2; wood=2; unknown=0; knights=1; dev-cards=0	roads=[105,139; 139,122; 122,106; 106,90]; settlements=[105,156; 156,107]	sorry just spent it :/	 	 
347	19:58:00:436	gotwood4sheep	clay=0; ore=2; sheep=0; wheat=2; wood=2; unknown=0; knights=1; dev-cards=0	roads=[105,139; 139,122; 122,106; 106,90]; settlements=[105,156; 156,107]	kind of unnecessarily, i must admit	 	 
348	19:58:11:559	tomas.kostan	clay=0; ore=0; sheep=1; wheat=2; wood=2; unknown=0; knights=0; dev-cards=1	roads=[84,152; 152,135; 135,67]; settlements=[101,135]	no clay in here either	 	 
349	19:58:32:926	Server	 		tomas.kostan rolled a 4 and a 2.	 	 
