ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
375	20:01:12:552	Server	 		gotwood4sheep rolled a 6 and a 2.	 	 
376	20:01:12:552	Server	 		gotwood4sheep gets 1 ore. ljaybrad123 gets 1 ore. tomas.kostan gets 2 clay.	 	 
377	20:01:23:239	gotwood4sheep	clay=0; ore=2; sheep=2; wheat=1; wood=2; unknown=0; knights=1; dev-cards=1	roads=[105,139; 139,122; 122,106; 106,90]; settlements=[105,156; 156,107]	tomas, do you need wood??	 	 
378	20:01:28:825	gotwood4sheep	clay=0; ore=2; sheep=2; wheat=1; wood=2; unknown=0; knights=1; dev-cards=1	roads=[105,139; 139,122; 122,106; 106,90]; settlements=[105,156; 156,107]	I would like a wheat	 	 
379	20:01:34:461	tomas.kostan	clay=2; ore=0; sheep=0; wheat=3; wood=1; unknown=0; knights=0; dev-cards=1	roads=[84,152; 152,135; 135,67]; settlements=[101,135; 135,67]	deal!	 	 
380	20:01:44:793	Server	 		gotwood4sheep made an offer to trade 1 wood for 1 wheat.	 	 
381	20:01:47:806	Server	 		gotwood4sheep traded 1 wood for 1 wheat from tomas.kostan.	 	 
382	20:01:53:762	gotwood4sheep	clay=0; ore=2; sheep=2; wheat=2; wood=1; unknown=0; knights=1; dev-cards=1	roads=[105,139; 139,122; 122,106; 106,90]; settlements=[105,156; 156,107]	thx :)	 	 
383	20:01:59:863	Server	 		ljaybrad123 rolled a 4 and a 1.	 	 
384	20:01:59:864	Server	 		gotwood4sheep gets 1 wood. ljaybrad123 gets 1 wood.	 	 
385	20:02:04:186	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=0; wood=2; unknown=0; knights=1; dev-cards=3	roads=[105,139; 139,122; 122,106; 106,90]; settlements=[105,156; 156,107]	spend spend spend :)	 	 
386	20:02:11:964	ljaybrad123	clay=0; ore=1; sheep=0; wheat=0; wood=4; unknown=0; knights=0; dev-cards=1	roads=[138,69; 69,137; 137,120; 120,103; 103,86; 86,154; 154,52]; settlements=[154,69]	anyone want wood?	 	 
387	20:02:18:241	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=0; wood=2; unknown=0; knights=1; dev-cards=3	roads=[105,139; 139,122; 122,106; 106,90]; settlements=[105,156; 156,107]	i have 2, ta :)	 	 
388	20:02:36:506	tomas.kostan	clay=2; ore=0; sheep=0; wheat=2; wood=2; unknown=0; knights=0; dev-cards=1	roads=[84,152; 152,135; 135,67]; settlements=[101,135; 135,67]	not anyomre thank you	 	 
389	20:02:57:781	Server	 		tomas.kostan rolled a 2 and a 2.	 	 
390	20:02:57:782	Server	 		ljaybrad123 gets 1 ore, 1 sheep. tomas.kostan gets 1 ore, 2 sheep.	 	 
391	20:03:09:541	Server	 		tomas.kostan built a road.	 	 
392	20:03:14:565	Server	 		tomas.kostan built a road.	 	 
393	20:03:20:794	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=0; wood=2; unknown=0; knights=1; dev-cards=3	roads=[105,139; 139,122; 122,106; 106,90]; settlements=[105,156; 156,107]	you two are snaking across the map :D	 	 
394	20:03:27:155	Server	 		gotwood4sheep rolled a 5 and a 3.	 	 
395	20:03:27:156	Server	 		gotwood4sheep gets 1 ore. ljaybrad123 gets 1 ore. tomas.kostan gets 2 clay.	 	 
396	20:03:34:846	Server	 		ljaybrad123 rolled a 1 and a 1.	 	 
397	20:03:34:846	Server	 		No player gets anything.	 	 
398	20:03:48:618	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=0; wood=2; unknown=0; knights=1; dev-cards=3	roads=[105,139; 139,122; 122,106; 106,90]; settlements=[105,156; 156,107]	booo :D	 	 
399	20:03:56:688	ljaybrad123	clay=0; ore=3; sheep=1; wheat=0; wood=4; unknown=0; knights=1; dev-cards=0	roads=[138,69; 69,137; 137,120; 120,103; 103,86; 86,154; 154,52]; settlements=[154,69]	anyone have wheat or ore?	 	 
400	20:04:01:528	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=0; wood=2; unknown=0; knights=1; dev-cards=3	roads=[105,139; 139,122; 122,106; 106,90]; settlements=[105,156; 156,107]	nay :(	 	 
401	20:04:03:973	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=0; wood=2; unknown=0; knights=1; dev-cards=3	roads=[105,139; 139,122; 122,106; 106,90]; settlements=[105,156; 156,107]	i had one just now	 	 
402	20:04:06:901	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=0; wood=2; unknown=0; knights=1; dev-cards=3	roads=[105,139; 139,122; 122,106; 106,90]; settlements=[105,156; 156,107]	:P	 	 
403	20:04:10:679	tomas.kostan	clay=2; ore=0; sheep=1; wheat=1; wood=0; unknown=0; knights=0; dev-cards=2	roads=[84,152; 152,135; 135,67; 67,118; 118,101]; settlements=[101,135; 135,67]	not for trade sry	 	 
404	20:04:14:351	ljaybrad123	clay=0; ore=3; sheep=1; wheat=0; wood=4; unknown=0; knights=1; dev-cards=0	roads=[138,69; 69,137; 137,120; 120,103; 103,86; 86,154; 154,52]; settlements=[154,69]	or clay?	 	 
405	20:04:24:956	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=0; wood=2; unknown=0; knights=1; dev-cards=3	roads=[105,139; 139,122; 122,106; 106,90]; settlements=[105,156; 156,107]	nope	 	 
406	20:04:30:411	tomas.kostan	clay=2; ore=0; sheep=1; wheat=1; wood=0; unknown=0; knights=0; dev-cards=2	roads=[84,152; 152,135; 135,67; 67,118; 118,101]; settlements=[101,135; 135,67]	nope sry	 	 
407	20:04:44:791	Server	 		ljaybrad123 traded 4 wood for 1 wheat from the bank.	 	 
