ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
488	20:13:59:629	Server	 		ljaybrad123 rolled a 6 and a 5.	 	 
489	20:13:59:629	Server	 		ljaybrad123 gets 1 clay. tomas.kostan gets 1 sheep.	 	 
490	20:14:14:599	Server	 		ljaybrad123 built a road.	 	 
491	20:14:54:828	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=3; wood=2; unknown=0; knights=3; dev-cards=2	roads=[105,139; 139,122; 122,106; 106,90; 90,73]; settlements=[105,156; 156,107]	has tomas departed?	 	 
492	20:15:00:293	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=3; wood=2; unknown=0; knights=3; dev-cards=2	roads=[105,139; 139,122; 122,106; 106,90; 90,73]; settlements=[105,156; 156,107]	he hasn't talked recently :/	 	 
493	20:15:24:062	tomas.kostan	clay=0; ore=0; sheep=2; wheat=1; wood=0; unknown=0; knights=0; dev-cards=2	roads=[84,152; 152,135; 135,67; 67,118; 118,101; 101,169; 169,186]; settlements=[101,135; 135,67]	what happened?	 	 
494	20:15:27:809	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=3; wood=2; unknown=0; knights=3; dev-cards=2	roads=[105,139; 139,122; 122,106; 106,90; 90,73]; settlements=[105,156; 156,107]	hello!	 	 
495	20:15:28:756	ljaybrad123	clay=0; ore=1; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=0	roads=[138,69; 69,137; 137,120; 120,103; 103,86; 86,154; 154,52; 52,36; 36,37; 37,38]; settlements=[154,69]	your go	 	 
496	20:15:39:204	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=3; wood=2; unknown=0; knights=3; dev-cards=2	roads=[105,139; 139,122; 122,106; 106,90; 90,73]; settlements=[105,156; 156,107]	was worried you'd been disconnected	 	 
497	20:15:46:959	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=3; wood=2; unknown=0; knights=3; dev-cards=2	roads=[105,139; 139,122; 122,106; 106,90; 90,73]; settlements=[105,156; 156,107]	I passed the dice,& LJ built a road	 	 
498	20:15:49:038	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=3; wood=2; unknown=0; knights=3; dev-cards=2	roads=[105,139; 139,122; 122,106; 106,90; 90,73]; settlements=[105,156; 156,107]	now your turn	 	 
499	20:16:41:833	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=3; wood=2; unknown=0; knights=3; dev-cards=2	roads=[105,139; 139,122; 122,106; 106,90; 90,73]; settlements=[105,156; 156,107]	still here??	 	 
500	20:17:10:106	Server	 		tomas.kostan rolled a 1 and a 6.	 	 
501	20:17:16:204	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=3; wood=2; unknown=0; knights=3; dev-cards=2	roads=[105,139; 139,122; 122,106; 106,90; 90,73]; settlements=[105,156; 156,107]	what a roll to return to :D	 	 
502	20:17:36:388	Server	 		gotwood4sheep rolled a 3 and a 6.	 	 
503	20:17:36:389	Server	 		gotwood4sheep gets 2 sheep. tomas.kostan gets 3 wheat.	 	 
