ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
266	19:24:34:475	Server	 		gotwood4sheep rolled a 5 and a 5.	 	 
267	19:24:34:476	Server	 		gotwood4sheep gets 1 wood. william gets 1 sheep. tomas.kostan gets 1 sheep.	 	 
268	19:24:43:991	Server	 		william rolled a 2 and a 2.	 	 
269	19:24:43:992	Server	 		gotwood4sheep gets 2 wood. william gets 1 wheat. tomas.kostan gets 2 wood.	 	 
270	19:24:52:742	william	clay=0; ore=0; sheep=3; wheat=1; wood=0; unknown=0; knights=0; dev-cards=1	roads=[67,70; 70,54; 54,86; 86,102]; settlements=[67,54; 54,118]	can i get an ore for a sheep?	 	 
271	19:25:00:260	tomas.kostan	clay=0; ore=0; sheep=3; wheat=2; wood=3; unknown=0; knights=1; dev-cards=0	roads=[100,152; 152,169; 169,101; 101,135]; settlements=[116,152; 152,186]	no ore here sry	 	 
272	19:25:02:467	gotwood4sheep	clay=0; ore=1; sheep=0; wheat=1; wood=3; unknown=0; knights=0; dev-cards=1	roads=[105,154; 154,138; 138,139]; cities=[105,154]	fraid not	 	 
273	19:25:07:768	Server	 		tomas.kostan rolled a 1 and a 4.	 	 
274	19:25:07:768	Server	 		gotwood4sheep gets 4 wheat. tomas.kostan gets 1 wood.	 	 
275	19:25:29:084	tomas.kostan	clay=0; ore=0; sheep=3; wheat=2; wood=4; unknown=0; knights=1; dev-cards=0	roads=[100,152; 152,169; 169,101; 101,135]; settlements=[116,152; 152,186]	clay ore for trade anyone?	 	 
276	19:25:35:006	william	clay=0; ore=0; sheep=3; wheat=1; wood=0; unknown=0; knights=0; dev-cards=1	roads=[67,70; 70,54; 54,86; 86,102]; settlements=[67,54; 54,118]	no	 	 
277	19:25:42:471	gotwood4sheep	clay=0; ore=1; sheep=0; wheat=5; wood=3; unknown=0; knights=0; dev-cards=1	roads=[105,154; 154,138; 138,139]; cities=[105,154]	i need a clay	 	 
278	19:25:45:058	gotwood4sheep	clay=0; ore=1; sheep=0; wheat=5; wood=3; unknown=0; knights=0; dev-cards=1	roads=[105,154; 154,138; 138,139]; cities=[105,154]	can offer an ore	 	 
279	19:25:48:119	gotwood4sheep	clay=0; ore=1; sheep=0; wheat=5; wood=3; unknown=0; knights=0; dev-cards=1	roads=[105,154; 154,138; 138,139]; cities=[105,154]	if that's what you mean?	 	 
"280	19:26:00:293	tomas.kostan	clay=0; ore=0; sheep=3; wheat=2; wood=4; unknown=0; knights=1; dev-cards=0	roads=[100,152; 152,169; 169,101; 101,135]; settlements=[116,152; 152,186]	""yes i missed """"or"""" there""	 	 "
281	19:26:08:143	tomas.kostan	clay=0; ore=0; sheep=3; wheat=2; wood=4; unknown=0; knights=1; dev-cards=0	roads=[100,152; 152,169; 169,101; 101,135]; settlements=[116,152; 152,186]	ore for what then?	 	 
282	19:26:11:083	gotwood4sheep	clay=0; ore=1; sheep=0; wheat=5; wood=3; unknown=0; knights=0; dev-cards=1	roads=[105,154; 154,138; 138,139]; cities=[105,154]	clay	 	 
283	19:26:14:847	gotwood4sheep	clay=0; ore=1; sheep=0; wheat=5; wood=3; unknown=0; knights=0; dev-cards=1	roads=[105,154; 154,138; 138,139]; cities=[105,154]	which you don't have?	 	 
284	19:26:28:947	tomas.kostan	clay=0; ore=0; sheep=3; wheat=2; wood=4; unknown=0; knights=1; dev-cards=0	roads=[100,152; 152,169; 169,101; 101,135]; settlements=[116,152; 152,186]	clay and ore :) & ask for anything else	 	 
285	19:26:34:492	gotwood4sheep	clay=0; ore=1; sheep=0; wheat=5; wood=3; unknown=0; knights=0; dev-cards=1	roads=[105,154; 154,138; 138,139]; cities=[105,154]	sorry!	 	 
286	19:26:39:569	gotwood4sheep	clay=0; ore=1; sheep=0; wheat=5; wood=3; unknown=0; knights=0; dev-cards=1	roads=[105,154; 154,138; 138,139]; cities=[105,154]	clay is my heart's desire	 	 
287	19:26:51:229	tomas.kostan	clay=0; ore=0; sheep=3; wheat=2; wood=4; unknown=0; knights=1; dev-cards=0	roads=[100,152; 152,169; 169,101; 101,135]; settlements=[116,152; 152,186]	ok wood then? & anyone can trade wood?	 	 
288	19:26:58:751	gotwood4sheep	clay=0; ore=1; sheep=0; wheat=5; wood=3; unknown=0; knights=0; dev-cards=1	roads=[105,154; 154,138; 138,139]; cities=[105,154]	i have wood but guess what	 	 
289	19:26:59:990	william	clay=0; ore=0; sheep=3; wheat=1; wood=0; unknown=0; knights=0; dev-cards=1	roads=[67,70; 70,54; 54,86; 86,102]; settlements=[67,54; 54,118]	nada	 	 
