ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
149	19:13:06:886	Server	 		william rolled a 1 and a 5.	 	 
150	19:13:06:887	Server	 		gotwood4sheep gets 2 wood. william gets 2 wood.	 	 
151	19:13:14:770	Server	 		tomas.kostan rolled a 1 and a 2.	 	 
152	19:13:14:770	Server	 		william gets 2 ore.	 	 
153	19:13:27:032	tomas.kostan	clay=0; ore=0; sheep=2; wheat=2; wood=2; unknown=0; knights=1; dev-cards=0	roads=[100,152; 152,169]; settlements=[116,152]	ore to spare william?	 	 
154	19:13:28:308	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=2; wood=5; unknown=0; knights=0; dev-cards=0	roads=[105,154; 154,138; 138,139]	3s are treating you well	 	 
155	19:13:31:047	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=2; wood=5; unknown=0; knights=0; dev-cards=0	roads=[105,154; 154,138; 138,139]	kerching	 	 
156	19:13:36:825	william	clay=2; ore=2; sheep=0; wheat=0; wood=3; unknown=0; knights=0; dev-cards=1	roads=[67,70; 70,54]	^^ i need sheep as always	 	 
157	19:13:49:931	tomas.kostan	clay=0; ore=0; sheep=2; wheat=2; wood=2; unknown=0; knights=1; dev-cards=0	roads=[100,152; 152,169]; settlements=[116,152]	wood? & wheat?	 	 
158	19:13:58:424	william	clay=2; ore=2; sheep=0; wheat=0; wood=3; unknown=0; knights=0; dev-cards=1	roads=[67,70; 70,54]	no sry	 	 
159	19:14:03:103	Server	 		gotwood4sheep rolled a 3 and a 1.	 	 
160	19:14:03:103	Server	 		gotwood4sheep gets 1 wood. william gets 1 wheat. tomas.kostan gets 1 wood.	 	 
161	19:14:08:235	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=2; wood=6; unknown=0; knights=0; dev-cards=0	roads=[105,154; 154,138; 138,139]	anyone got clay?	 	 
162	19:14:14:540	william	clay=2; ore=2; sheep=0; wheat=1; wood=3; unknown=0; knights=0; dev-cards=1	roads=[67,70; 70,54]	for a sheep	 	 
163	19:14:30:278	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=2; wood=6; unknown=0; knights=0; dev-cards=0	roads=[105,154; 154,138; 138,139]	i have 0 sheep,& sorry,& I know they are in high demand too	 	 
164	19:14:48:073	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=2; wood=6; unknown=0; knights=0; dev-cards=0	roads=[105,154; 154,138; 138,139]	tomas, any clay??	 	 
165	19:14:53:390	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=2; wood=6; unknown=0; knights=0; dev-cards=0	roads=[105,154; 154,138; 138,139]	i appreciate we're all sheepless	 	 
166	19:15:01:723	tomas.kostan	clay=0; ore=0; sheep=2; wheat=2; wood=3; unknown=0; knights=1; dev-cards=0	roads=[100,152; 152,169]; settlements=[116,152]	no clay &:( & robber steals it all!	 	 
167	19:15:07:891	gotwood4sheep	clay=0; ore=0; sheep=0; wheat=2; wood=6; unknown=0; knights=0; dev-cards=0	roads=[105,154; 154,138; 138,139]	so he does, & my bad...	 	 
168	19:15:14:134	Server	 		gotwood4sheep traded 4 wood for 1 sheep from the bank.	 	 
169	19:15:18:807	Server	 		william rolled a 2 and a 6.	 	 
170	19:15:18:808	Server	 		gotwood4sheep gets 1 wheat.	 	 
171	19:15:27:849	gotwood4sheep	clay=0; ore=0; sheep=1; wheat=3; wood=2; unknown=0; knights=0; dev-cards=0	roads=[105,154; 154,138; 138,139]	8 ouch	 	 
172	19:15:34:318	gotwood4sheep	clay=0; ore=0; sheep=1; wheat=3; wood=2; unknown=0; knights=0; dev-cards=0	roads=[105,154; 154,138; 138,139]	i wanted y'all to make clay too... ...	 	 
173	19:15:36:072	tomas.kostan	clay=0; ore=0; sheep=2; wheat=2; wood=3; unknown=0; knights=1; dev-cards=0	roads=[100,152; 152,169]; settlements=[116,152]	i know	 	 
174	19:15:37:362	Server	 		william traded 3 wood for 1 sheep from a port.	 	 
175	19:15:41:705	Server	 		tomas.kostan rolled a 3 and a 1.	 	 
176	19:15:41:706	Server	 		gotwood4sheep gets 1 wood. william gets 1 wheat. tomas.kostan gets 1 wood.	 	 
177	19:16:01:892	tomas.kostan	clay=0; ore=0; sheep=2; wheat=2; wood=4; unknown=0; knights=1; dev-cards=0	roads=[100,152; 152,169]; settlements=[116,152]	i will give you sheep for a clay!	 	 
178	19:16:07:254	gotwood4sheep	clay=0; ore=0; sheep=1; wheat=3; wood=3; unknown=0; knights=0; dev-cards=0	roads=[105,154; 154,138; 138,139]	i have no clay :(	 	 
179	19:16:09:819	gotwood4sheep	clay=0; ore=0; sheep=1; wheat=3; wood=3; unknown=0; knights=0; dev-cards=0	roads=[105,154; 154,138; 138,139]	honest	 	 
180	19:16:10:392	william	clay=2; ore=2; sheep=1; wheat=2; wood=0; unknown=0; knights=0; dev-cards=1	roads=[67,70; 70,54]	here	 	 
181	19:16:21:921	Server	 		tomas.kostan made an offer to trade 1 sheep for 1 clay.	 	 
182	19:16:25:913	Server	 		tomas.kostan traded 1 sheep for 1 clay from william.	 	 
183	19:16:32:392	Server	 		tomas.kostan built a settlement.	 	 
184	19:16:38:574	Server	 		gotwood4sheep rolled a 1 and a 5.	 	 
185	19:16:38:575	Server	 		gotwood4sheep gets 2 wood. william gets 2 wood.	 	 
186	19:16:47:735	gotwood4sheep	clay=0; ore=0; sheep=1; wheat=3; wood=5; unknown=0; knights=0; dev-cards=0	roads=[105,154; 154,138; 138,139]	william, how much for your clay :)	 	 
187	19:16:54:817	william	clay=1; ore=2; sheep=2; wheat=2; wood=2; unknown=0; knights=0; dev-cards=1	roads=[67,70; 70,54]	none left to trade	 	 
188	19:17:03:476	gotwood4sheep	clay=0; ore=0; sheep=1; wheat=3; wood=5; unknown=0; knights=0; dev-cards=0	roads=[105,154; 154,138; 138,139]	c'est pas vrai	 	 
