ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
67	20:23:58:415	Server	 		sabercat rolled a 2 and a 6.
68	20:23:58:418	Server	 		sabercat gets 1 sheep. IG gets 1 ore. skinnylinny gets 1 ore.
69	20:24:10:243	Server	 		sabercat built a road.
70	20:24:20:430	Server	 		IG rolled a 1 and a 6.
71	20:25:30:455	Server	 		skinnylinny rolled a 1 and a 1.
72	20:25:30:457	Server	 		No player gets anything.
73	20:25:44:235	Server	 		sabercat rolled a 1 and a 5.
74	20:25:44:238	Server	 		sabercat gets 1 clay. IG gets 1 clay. skinnylinny gets 1 clay.
75	20:26:08:994	sabercat	clay=1; ore=0; sheep=2; wheat=1; wood=0; unknown=0; knights=0; dev-cards=1	roads=[88,122; 122,139]; settlements=[88,139]	anyone has any wood?
76	20:26:20:939	skinnylinny	clay=2; ore=2; sheep=2; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[100,69; 69,52]; settlements=[116,86]	Nope, sorry.
77	20:26:28:385	IG	clay=2; ore=2; sheep=0; wheat=1; wood=0; unknown=0; knights=0; dev-cards=1	roads=[103,84]; settlements=[120,84]	haha no, seems to be a very clay-heavy game this
78	20:26:34:462	Server	 		IG rolled a 5 and a 5.
79	20:26:34:464	Server	 		sabercat gets 1 wheat. skinnylinny gets 1 sheep.
80	20:27:06:766	IG	clay=2; ore=2; sheep=0; wheat=1; wood=0; unknown=0; knights=0; dev-cards=1	roads=[103,84]; settlements=[120,84]	trading 1 ore for one sheep?
81	20:27:21:927	sabercat	clay=1; ore=0; sheep=2; wheat=2; wood=0; unknown=0; knights=0; dev-cards=1	roads=[88,122; 122,139]; settlements=[88,139]	hmm..
82	20:27:43:865	sabercat	clay=1; ore=0; sheep=2; wheat=2; wood=0; unknown=0; knights=0; dev-cards=1	roads=[88,122; 122,139]; settlements=[88,139]	which are you offering?
83	20:27:46:864	IG	clay=2; ore=2; sheep=0; wheat=1; wood=0; unknown=0; knights=0; dev-cards=1	roads=[103,84]; settlements=[120,84]	ore
84	20:27:54:405	skinnylinny	clay=2; ore=2; sheep=3; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[100,69; 69,52]; settlements=[116,86]	I could do that
85	20:27:55:803	sabercat	clay=1; ore=0; sheep=2; wheat=2; wood=0; unknown=0; knights=0; dev-cards=1	roads=[88,122; 122,139]; settlements=[88,139]	okay, you need to offer more
86	20:28:00:137	sabercat	clay=1; ore=0; sheep=2; wheat=2; wood=0; unknown=0; knights=0; dev-cards=1	roads=[88,122; 122,139]; settlements=[88,139]	:D
87	20:28:28:136	Server	 		IG made an offer to trade 1 ore for 1 sheep.
88	20:28:32:856	Server	 		IG traded 1 ore for 1 sheep from skinnylinny.
89	20:28:39:425	IG	clay=2; ore=1; sheep=1; wheat=1; wood=0; unknown=0; knights=0; dev-cards=1	roads=[103,84]; settlements=[120,84]	awesome, cheers
90	20:28:40:112	skinnylinny	clay=2; ore=3; sheep=2; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[100,69; 69,52]; settlements=[116,86]	Excellent!
91	20:28:50:923	Server	 		skinnylinny rolled a 2 and a 4.
92	20:28:50:925	Server	 		sabercat gets 1 clay. IG gets 1 clay. skinnylinny gets 1 clay.
93	20:29:53:315	Server	 		sabercat rolled a 4 and a 3.
94	20:30:35:331	skinnylinny	clay=1; ore=1; sheep=2; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[100,69; 69,52]; settlements=[116,86]	No worries
95	20:30:43:277	skinnylinny	clay=1; ore=1; sheep=2; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[100,69; 69,52]; settlements=[116,86]	Gah, lost four resources because of the robber
96	20:30:48:821	sabercat	clay=3; ore=0; sheep=2; wheat=2; wood=0; unknown=0; knights=0; dev-cards=1	roads=[88,122; 122,139]; settlements=[88,139]	sorry
97	20:30:52:790	sabercat	clay=3; ore=0; sheep=2; wheat=2; wood=0; unknown=0; knights=0; dev-cards=1	roads=[88,122; 122,139]; settlements=[88,139]	:(
98	20:30:55:107	skinnylinny	clay=1; ore=1; sheep=2; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[100,69; 69,52]; settlements=[116,86]	Not your fault :P
99	20:31:05:493	sabercat	clay=3; ore=0; sheep=2; wheat=2; wood=0; unknown=0; knights=0; dev-cards=1	roads=[88,122; 122,139]; settlements=[88,139]	anyone has ore?
100	20:31:09:200	sabercat	clay=3; ore=0; sheep=2; wheat=2; wood=0; unknown=0; knights=0; dev-cards=1	roads=[88,122; 122,139]; settlements=[88,139]	or wood?
101	20:31:23:733	skinnylinny	clay=1; ore=1; sheep=2; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[100,69; 69,52]; settlements=[116,86]	I *had* ore
102	20:31:27:079	sabercat	clay=3; ore=0; sheep=2; wheat=2; wood=0; unknown=0; knights=0; dev-cards=1	roads=[88,122; 122,139]; settlements=[88,139]	:D
103	20:31:27:912	skinnylinny	clay=1; ore=1; sheep=2; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[100,69; 69,52]; settlements=[116,86]	:P
104	20:31:33:119	IG	clay=2; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=2	roads=[103,84]; settlements=[120,84]	Sorry
105	20:31:38:626	skinnylinny	clay=1; ore=1; sheep=2; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[100,69; 69,52]; settlements=[116,86]	And nobody's got wood yet - watch the top!
106	20:32:03:475	sabercat	clay=3; ore=0; sheep=2; wheat=2; wood=0; unknown=0; knights=0; dev-cards=1	roads=[88,122; 122,139]; settlements=[88,139]	I got it in the beginning...
