ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
1	20:05:35:685	sabercat	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		btw, are we playing without the others?
2	20:06:16:945	IG	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Not sure.
3	20:06:28:788	sabercat	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		well, we should...
4	20:06:41:767	IG	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Maybe give till ten past & and then just go for it?
5	20:06:55:452	sabercat	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		(they said they would be here... and I dont have much time ... that sounds okay
6	20:07:03:193	skinnylinny	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Sorry about that
7	20:07:08:823	skinnylinny	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Had trouble getting the client to start
8	20:07:23:450	sabercat	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		who is the last one?
9	20:07:28:045	skinnylinny	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		James Linehan
10	20:07:37:981	skinnylinny	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Who's who? I'm assuming IG is Ivan?
11	20:08:08:566	sabercat	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		sabercat is Martina
12	20:08:18:572	skinnylinny	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		OK :)
13	20:08:22:086	IG	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		That's me
14	20:09:21:632	skinnylinny	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Right, so, who're we waiting for?
15	20:09:27:380	sabercat	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		starting at 15?
16	20:09:39:174	skinnylinny	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0		Sure
