ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
390	21:04:14:527	Server	 		william rolled a 5 and a 5.	 	 
391	21:04:14:528	Server	 		gotwood4sheep gets 3 clay. ljaybrad123 gets 1 clay. william gets 2 clay.	 	 
392	21:04:23:947	Server	 		william traded 2 clay for 1 wood from a port.	 	 
393	21:04:29:243	Server	 		william built a road.	 	 
394	21:04:31:709	Server	 		william built a road.	 	 
395	21:04:34:308	Server	 		william built a road.	 	 
396	21:04:36:788	Server	 		william built a road.	 	 
397	21:04:42:048	Server	 		gotwood4sheep rolled a 4 and a 6.	 	 
398	21:04:42:048	Server	 		gotwood4sheep gets 3 clay. ljaybrad123 gets 1 clay. william gets 2 clay.	 	 
399	21:04:48:005	gotwood4sheep	clay=7; ore=2; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[170,70; 70,154; 154,137; 137,136; 136,120; 120,186; 186,203; 203,138; 138,139; 139,103]; settlements=[71,120; 120,152; 152,220; 220,156]	nice work	 	 
400	21:04:54:333	william	clay=2; ore=0; sheep=0; wheat=3; wood=0; unknown=0; knights=2; dev-cards=2	roads=[150,100; 100,166; 166,84; 84,99; 99,98; 98,114; 114,131; 131,132; 132,133]; settlements=[150,116; 116,182; 182,84; 84,114]	my big coup ;)	 	 
401	21:04:56:582	william	clay=2; ore=0; sheep=0; wheat=3; wood=0; unknown=0; knights=2; dev-cards=2	roads=[150,100; 100,166; 166,84; 84,99; 99,98; 98,114; 114,131; 131,132; 132,133]; settlements=[150,116; 116,182; 182,84; 84,114]	let	 	 
402	21:05:02:103	william	clay=2; ore=0; sheep=0; wheat=3; wood=0; unknown=0; knights=2; dev-cards=2	roads=[150,100; 100,166; 166,84; 84,99; 99,98; 98,114; 114,131; 131,132; 132,133]; settlements=[150,116; 116,182; 182,84; 84,114]	let's see how long it holds	 	 
403	21:05:02:583	Server	 		gotwood4sheep traded 4 clay for 1 ore from the bank.	 	 
404	21:05:06:128	Server	 		gotwood4sheep built a city.	 	 
405	21:05:10:471	Server	 		ljaybrad123 rolled a 1 and a 5.	 	 
406	21:05:10:471	Server	 		gotwood4sheep gets 2 wheat. ljaybrad123 gets 1 wheat. william gets 1 wheat.	 	 
407	21:05:10:847	gotwood4sheep	clay=3; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[170,70; 70,154; 154,137; 137,136; 136,120; 120,186; 186,203; 203,138; 138,139; 139,103]; settlements=[71,120; 120,220; 220,156]; cities=[171,152]	indeed, gl :D	 	 
408	21:05:26:802	ljaybrad123	clay=5; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=5; dev-cards=0	roads=[184,118; 118,135; 135,152; 152,168; 168,201]; settlements=[184,118; 118,218]	anyone have sheep or wood for clay?	 	 
409	21:05:31:801	william	clay=2; ore=0; sheep=0; wheat=4; wood=0; unknown=0; knights=2; dev-cards=2	roads=[150,100; 100,166; 166,84; 84,99; 99,98; 98,114; 114,131; 131,132; 132,133]; settlements=[150,116; 116,182; 182,84; 84,114]	no	 	 
410	21:05:32:585	gotwood4sheep	clay=3; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[170,70; 70,154; 154,137; 137,136; 136,120; 120,186; 186,203; 203,138; 138,139; 139,103]; settlements=[71,120; 120,220; 220,156]; cities=[171,152]	neither, sorry	 	 
411	21:05:45:431	Server	 		william rolled a 6 and a 4.	 	 
412	21:05:45:432	Server	 		gotwood4sheep gets 3 clay. ljaybrad123 gets 1 clay. william gets 2 clay.	 	 
413	21:06:03:683	Server	 		william traded 2 clay for 1 ore from a port.	 	 
414	21:06:08:898	Server	 		william traded 2 clay for 1 ore from a port.	 	 
415	21:06:15:219	Server	 		william traded 2 wheat for 1 ore from a port.	 	 
416	21:06:19:941	william	clay=0; ore=3; sheep=0; wheat=2; wood=0; unknown=0; knights=2; dev-cards=2	roads=[150,100; 100,166; 166,84; 84,99; 99,98; 98,114; 114,131; 131,132; 132,133]; settlements=[150,116; 116,182; 182,84; 84,114]	that's all folks	 	 
417	21:06:22:201	gotwood4sheep	clay=6; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[170,70; 70,154; 154,137; 137,136; 136,120; 120,186; 186,203; 203,138; 138,139; 139,103]; settlements=[71,120; 120,220; 220,156]; cities=[171,152]	well played william!	 	 
418	21:06:22:810	Server	 		william built a city.	 	 
419	21:06:24:821	gotwood4sheep	clay=6; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[170,70; 70,154; 154,137; 137,136; 136,120; 120,186; 186,203; 203,138; 138,139; 139,103]; settlements=[71,120; 120,220; 220,156]; cities=[171,152]	gg	 	 
420	21:06:27:691	ljaybrad123	clay=6; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=5; dev-cards=0	roads=[184,118; 118,135; 135,152; 152,168; 168,201]; settlements=[184,118; 118,218]	well done	 	 
421	21:06:32:704	william	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=2	roads=[150,100; 100,166; 166,84; 84,99; 99,98; 98,114; 114,131; 131,132; 132,133]; settlements=[116,182; 182,84; 84,114]	phew	 	 
422	21:06:33:289	gotwood4sheep	clay=6; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[170,70; 70,154; 154,137; 137,136; 136,120; 120,186; 186,203; 203,138; 138,139; 139,103]; settlements=[71,120; 120,220; 220,156]; cities=[171,152]	that clay port + lots of 10s = victory	 	 
423	21:06:36:068	ljaybrad123	clay=6; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=5; dev-cards=0	roads=[184,118; 118,135; 135,152; 152,168; 168,201]; settlements=[184,118; 118,218]	i played awful tonight	 	 
424	21:06:46:076	william	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=2	roads=[150,100; 100,166; 166,84; 84,99; 99,98; 98,114; 114,131; 131,132; 132,133]; settlements=[116,182; 182,84; 84,114]	that crossing was unlucky	 	 
425	21:06:55:689	ljaybrad123	clay=6; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=5; dev-cards=0	roads=[184,118; 118,135; 135,152; 152,168; 168,201]; settlements=[184,118; 118,218]	so hang on... all of us won a game?	 	 
426	21:07:03:279	william	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=2	roads=[150,100; 100,166; 166,84; 84,99; 99,98; 98,114; 114,131; 131,132; 132,133]; settlements=[116,182; 182,84; 84,114]	i guess so	 	 
427	21:07:05:697	gotwood4sheep	clay=6; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[170,70; 70,154; 154,137; 137,136; 136,120; 120,186; 186,203; 203,138; 138,139; 139,103]; settlements=[71,120; 120,220; 220,156]; cities=[171,152]	i won 2	 	 
428	21:07:05:817	ljaybrad123	clay=6; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=5; dev-cards=0	roads=[184,118; 118,135; 135,152; 152,168; 168,201]; settlements=[184,118; 118,218]	I guess it will go to niko who won yh	 	 
429	21:07:11:139	ljaybrad123	clay=6; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=5; dev-cards=0	roads=[184,118; 118,135; 135,152; 152,168; 168,201]; settlements=[184,118; 118,218]	then4 player?	 	 
430	21:07:18:751	gotwood4sheep	clay=6; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[170,70; 70,154; 154,137; 137,136; 136,120; 120,186; 186,203; 203,138; 138,139; 139,103]; settlements=[71,120; 120,220; 220,156]; cities=[171,152]	indeed, if we're counting that	 	 
431	21:07:29:607	gotwood4sheep	clay=6; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[170,70; 70,154; 154,137; 137,136; 136,120; 120,186; 186,203; 203,138; 138,139; 139,103]; settlements=[71,120; 120,220; 220,156]; cities=[171,152]	I make it 5 games including that	 	 
432	21:07:33:434	ljaybrad123	clay=6; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=5; dev-cards=0	roads=[184,118; 118,135; 135,152; 152,168; 168,201]; settlements=[184,118; 118,218]	I think the plan was to just count 3 player...	 	 
433	21:07:37:195	william	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=2	roads=[150,100; 100,166; 166,84; 84,99; 99,98; 98,114; 114,131; 131,132; 132,133]; settlements=[116,182; 182,84; 84,114]	hmm	 	 
434	21:07:37:570	gotwood4sheep	clay=6; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[170,70; 70,154; 154,137; 137,136; 136,120; 120,186; 186,203; 203,138; 138,139; 139,103]; settlements=[71,120; 120,220; 220,156]; cities=[171,152]	we'll have to get markus to adjudicate	 	 
435	21:07:45:229	ljaybrad123	clay=6; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=5; dev-cards=0	roads=[184,118; 118,135; 135,152; 152,168; 168,201]; settlements=[184,118; 118,218]	but if its a draw i presume that one will count	 	 
436	21:07:53:472	william	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=2	roads=[150,100; 100,166; 166,84; 84,99; 99,98; 98,114; 114,131; 131,132; 132,133]; settlements=[116,182; 182,84; 84,114]	maybe the distance in points makes a difference	 	 
437	21:07:53:608	gotwood4sheep	clay=6; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[170,70; 70,154; 154,137; 137,136; 136,120; 120,186; 186,203; 203,138; 138,139; 139,103]; settlements=[71,120; 120,220; 220,156]; cities=[171,152]	the 3handed are all 1 each	 	 
438	21:08:04:737	gotwood4sheep	clay=6; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[170,70; 70,154; 154,137; 137,136; 136,120; 120,186; 186,203; 203,138; 138,139; 139,103]; settlements=[71,120; 120,220; 220,156]; cities=[171,152]	we'll ask markus, he has all the data	 	 
439	21:08:08:877	ljaybrad123	clay=6; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=5; dev-cards=0	roads=[184,118; 118,135; 135,152; 152,168; 168,201]; settlements=[184,118; 118,218]	yep	 	 
440	21:08:09:090	william	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=2	roads=[150,100; 100,166; 166,84; 84,99; 99,98; 98,114; 114,131; 131,132; 132,133]; settlements=[116,182; 182,84; 84,114]	yup	 	 
