ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
58	20:35:06:366	Server	 		gotwood4sheep rolled a 4 and a 4.	 	 
59	20:35:06:366	Server	 		gotwood4sheep gets 1 wood. william gets 1 wheat.	 	 
60	20:35:08:986	Server	 		gotwood4sheep built a road.	 	 
61	20:35:11:090	Server	 		gotwood4sheep built a road.	 	 
62	20:35:17:841	Server	 		ljaybrad123 rolled a 4 and a 6.	 	 
63	20:35:17:842	Server	 		gotwood4sheep gets 1 clay. ljaybrad123 gets 1 clay. william gets 2 clay.	 	 
64	20:35:32:866	gotwood4sheep	clay=1; ore=0; sheep=0; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[170,70; 70,154; 154,137]; settlements=[171,71]	there will be lots of clay this game i think ;)	 	 
65	20:35:36:703	gotwood4sheep	clay=1; ore=0; sheep=0; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[170,70; 70,154; 154,137]; settlements=[171,71]	that's 4 in one roll!!	 	 
66	20:35:37:935	ljaybrad123	clay=3; ore=1; sheep=1; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[184,118]; settlements=[184,118]	anyone have wood or wheat for clay?	 	 
67	20:35:41:894	gotwood4sheep	clay=1; ore=0; sheep=0; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[170,70; 70,154; 154,137]; settlements=[171,71]	afraid not!	 	 
68	20:35:46:369	william	clay=2; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[150,100; 100,166]; settlements=[150,116; 116,182]	no	 	 
69	20:35:54:787	Server	 		william rolled a 5 and a 5.	 	 
70	20:35:54:788	Server	 		gotwood4sheep gets 1 clay. ljaybrad123 gets 1 clay. william gets 2 clay.	 	 
71	20:35:57:570	gotwood4sheep	clay=2; ore=0; sheep=0; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[170,70; 70,154; 154,137]; settlements=[171,71]	lol another 10	 	 
72	20:35:59:384	gotwood4sheep	clay=2; ore=0; sheep=0; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[170,70; 70,154; 154,137]; settlements=[171,71]	another 4 clay	 	 
73	20:35:59:851	william	clay=4; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[150,100; 100,166]; settlements=[150,116; 116,182]	clay clay clay	 	 
74	20:36:07:166	Server	 		gotwood4sheep rolled a 6 and a 1.	 	 
75	20:36:25:033	gotwood4sheep	clay=3; ore=0; sheep=0; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[170,70; 70,154; 154,137]; settlements=[171,71]	what a surprise,& i stole a clay	 	 
76	20:36:26:613	gotwood4sheep	clay=3; ore=0; sheep=0; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[170,70; 70,154; 154,137]; settlements=[171,71]	stop the presses	 	 
77	20:36:33:920	Server	 		ljaybrad123 rolled a 5 and a 3.	 	 
78	20:36:33:921	Server	 		gotwood4sheep gets 1 wood. william gets 1 wheat.	 	 
79	20:36:53:691	Server	 		william rolled a 6 and a 4.	 	 
80	20:36:53:692	Server	 		gotwood4sheep gets 1 clay.	 	 
81	20:36:58:943	ljaybrad123	clay=4; ore=1; sheep=1; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[184,118]; settlements=[184,118]	I hate that button!	 	 
82	20:36:59:115	gotwood4sheep	clay=4; ore=0; sheep=0; wheat=1; wood=2; unknown=0; knights=0; dev-cards=0	roads=[170,70; 70,154; 154,137]; settlements=[171,71]	ouch	 	 
83	20:37:05:854	Server	 		william traded 2 wheat for 1 wood from a port.	 	 
84	20:37:09:181	Server	 		william built a road.	 	 
85	20:37:13:158	Server	 		gotwood4sheep rolled a 2 and a 4.	 	 
86	20:37:13:159	Server	 		gotwood4sheep gets 1 wheat. ljaybrad123 gets 1 wheat. william gets 1 wheat.	 	 
87	20:37:19:628	Server	 		gotwood4sheep built a road.	 	 
88	20:37:21:906	Server	 		gotwood4sheep built a road.	 	 
89	20:37:25:828	Server	 		ljaybrad123 rolled a 2 and a 3.	 	 
90	20:37:25:828	Server	 		william gets 1 wood.	 	 
91	20:37:41:274	ljaybrad123	clay=4; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=1	roads=[184,118]; settlements=[184,118]	anyone want clay?	 	 
92	20:37:45:410	gotwood4sheep	clay=2; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[170,70; 70,154; 154,137; 137,136; 136,120]; settlements=[171,71]	no ta ;)	 	 
93	20:37:46:134	william	clay=2; ore=0; sheep=0; wheat=2; wood=1; unknown=0; knights=0; dev-cards=0	roads=[150,100; 100,166; 166,84]; settlements=[150,116; 116,182]	no	 	 
94	20:37:52:085	Server	 		william rolled a 1 and a 1.	 	 
95	20:37:52:085	Server	 		william gets 2 sheep.	 	 
96	20:37:56:921	Server	 		william built a settlement.	 	 
97	20:38:01:056	gotwood4sheep	clay=2; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[170,70; 70,154; 154,137; 137,136; 136,120]; settlements=[171,71]	I think we have our least scarce resource locked in :D	 	 
98	20:38:02:133	Server	 		gotwood4sheep rolled a 6 and a 3.	 	 
99	20:38:02:134	Server	 		ljaybrad123 gets 1 ore. william gets 1 ore.	 	 
100	20:38:21:079	gotwood4sheep	clay=2; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[170,70; 70,154; 154,137; 137,136; 136,120]; settlements=[171,71]	william's racing lol	 	 
101	20:38:24:425	Server	 		ljaybrad123 rolled a 3 and a 3.	 	 
102	20:38:24:425	Server	 		gotwood4sheep gets 1 wheat. ljaybrad123 gets 1 wheat. william gets 1 wheat.	 	 
103	20:38:27:287	gotwood4sheep	clay=2; ore=0; sheep=0; wheat=3; wood=0; unknown=0; knights=0; dev-cards=0	roads=[170,70; 70,154; 154,137; 137,136; 136,120]; settlements=[171,71]	you hit thr ground running	 	 
104	20:38:30:605	gotwood4sheep	clay=2; ore=0; sheep=0; wheat=3; wood=0; unknown=0; knights=0; dev-cards=0	roads=[170,70; 70,154; 154,137; 137,136; 136,120]; settlements=[171,71]	the*	 	 
105	20:38:31:619	william	clay=1; ore=1; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[150,100; 100,166; 166,84]; settlements=[150,116; 116,182; 182,84]	aw	 	 
106	20:38:37:781	Server	 		william rolled a 5 and a 6.	 	 
