ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
188	22:02:44:607	Server	 		yiin rolled a 4 and a 4.	 	 
189	22:02:44:608	Server	 		yiin gets 1 clay. nareik15 gets 2 clay.	 	 
190	22:02:53:594	yiin	clay=2; ore=0; sheep=1; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[84,52; 52,68; 68,101]; settlements=[84,52]	anyone got wood	 	 
191	22:02:58:814	yiin	clay=2; ore=0; sheep=1; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[84,52; 52,68; 68,101]; settlements=[84,52]	i got clay	 	 
192	22:03:03:034	Gaeilgeoir	clay=0; ore=0; sheep=3; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[137,88; 88,104; 104,120; 120,154; 154,171]; settlements=[154,88; 88,120]	sorry mate	 	 
193	22:03:04:684	Gaeilgeoir	clay=0; ore=0; sheep=3; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[137,88; 88,104; 104,120; 120,154; 154,171]; settlements=[154,88; 88,120]	I have sheep	 	 
194	22:03:27:429	yiin	clay=2; ore=0; sheep=1; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[84,52; 52,68; 68,101]; settlements=[84,52]	nareik??	 	 
195	22:03:31:717	nareik15	clay=4; ore=2; sheep=0; wheat=0; wood=2; unknown=0; knights=2; dev-cards=1	roads=[168,169; 169,167; 167,150; 150,133; 133,116]; settlements=[184,186; 186,150; 150,116]	i have some wood & but plenty clay as well. & do you have any wheat	 	 
196	22:03:43:659	yiin	clay=2; ore=0; sheep=1; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[84,52; 52,68; 68,101]; settlements=[84,52]	i need my wheat	 	 
197	22:03:53:296	nareik15	clay=4; ore=2; sheep=0; wheat=0; wood=2; unknown=0; knights=2; dev-cards=1	roads=[168,169; 169,167; 167,150; 150,133; 133,116]; settlements=[184,186; 186,150; 150,116]	how about sheep	 	 
198	22:04:00:909	yiin	clay=2; ore=0; sheep=1; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[84,52; 52,68; 68,101]; settlements=[84,52]	same	 	 
199	22:04:02:923	Gaeilgeoir	clay=0; ore=0; sheep=3; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[137,88; 88,104; 104,120; 120,154; 154,171]; settlements=[154,88; 88,120]	I'll give you sheep	 	 
200	22:04:06:897	Gaeilgeoir	clay=0; ore=0; sheep=3; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[137,88; 88,104; 104,120; 120,154; 154,171]; settlements=[154,88; 88,120]	for clay	 	 
201	22:04:32:824	yiin	clay=2; ore=0; sheep=1; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[84,52; 52,68; 68,101]; settlements=[84,52]	nah it is ok	 	 
202	22:04:39:205	Gaeilgeoir	clay=0; ore=0; sheep=3; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[137,88; 88,104; 104,120; 120,154; 154,171]; settlements=[154,88; 88,120]	I meant kieran, sorry	 	 
203	22:04:39:836	Server	 		nareik15 rolled a 3 and a 3.	 	 
204	22:04:39:837	Server	 		Gaeilgeoir gets 2 sheep. nareik15 gets 1 ore.	 	 
205	22:04:59:158	nareik15	clay=4; ore=3; sheep=0; wheat=0; wood=2; unknown=0; knights=2; dev-cards=1	roads=[168,169; 169,167; 167,150; 150,133; 133,116]; settlements=[184,186; 186,150; 150,116]	ok deal.	 	 
206	22:05:06:888	Server	 		nareik15 made an offer to trade 1 clay for 1 sheep.	 	 
207	22:05:10:706	Server	 		nareik15 traded 1 clay for 1 sheep from Gaeilgeoir.	 	 
208	22:05:32:864	Server	 		nareik15 built a road.	 	 
209	22:05:34:992	Server	 		nareik15 built a road.	 	 
210	22:05:53:604	Server	 		Gaeilgeoir rolled a 4 and a 5.	 	 
211	22:05:53:605	Server	 		Gaeilgeoir gets 1 sheep. nareik15 gets 2 wood.	 	 
212	22:06:01:016	Server	 		Gaeilgeoir built a road.	 	 
213	22:06:21:468	Server	 		Gaeilgeoir traded 4 sheep for 1 ore from the bank.	 	 
214	22:06:26:662	Server	 		yiin rolled a 6 and a 2.	 	 
215	22:06:26:663	Server	 		yiin gets 1 clay. nareik15 gets 2 clay.	 	 
216	22:06:34:496	yiin	clay=3; ore=0; sheep=1; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[84,52; 52,68; 68,101]; settlements=[84,52]	anyone got wood	 	 
217	22:06:39:722	yiin	clay=3; ore=0; sheep=1; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[84,52; 52,68; 68,101]; settlements=[84,52]	i really need wood	 	 
218	22:06:50:084	Gaeilgeoir	clay=0; ore=1; sheep=1; wheat=0; wood=0; unknown=0; knights=1; dev-cards=1	roads=[137,88; 88,104; 104,120; 120,154; 154,171; 171,172]; settlements=[154,88; 88,120]	I have none, sorry	 	 
219	22:06:51:194	yiin	clay=3; ore=0; sheep=1; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[84,52; 52,68; 68,101]; settlements=[84,52]	and i only got clay	 	 
220	22:07:19:290	nareik15	clay=3; ore=3; sheep=1; wheat=0; wood=2; unknown=0; knights=2; dev-cards=1	roads=[168,169; 169,167; 167,150; 150,133; 133,116; 116,99; 99,98]; settlements=[184,186; 186,150; 150,116]	if you have 5 clay  & you could trade 3 at the port?	 	 
